DeptId,ZipCode,NumberOfStations,ActivePersonnel
4662,37774,2,40
4663,30434,1,28
4664,01852,8,205
4665,96118,2,27
4666,75901,5,79
4667,78569,0,9
4668,39110,2,48
4669,62060,1,29
4670,72943,1,26
4671,20110,3,103
4672,49660,1,12
4673,49663,1,11
4674,34145,2,29
4675,32447,2,19
4676,85139,4,57
4677,29571,1,49
4678,49855,2,25
4679,38237,3,53
4680,45040,2,49
4681,42066,3,42
4682,69001,1,36
4683,40447,3,30
4684,15132,2,36
4685,66054,1,20
4686,67460,2,36
4687,27302,3,54
4688,55441,1,20
4689,54952,2,29
4690,95340,5,63
4691,06450,6,121
4692,39301,7,112
4693,54452,1,23
4694,38052,2,16
4695,45044,4,85
4696,32570,1,17
4697,15062,2,75
4698,53716,1,42
4699,30655,1,30
4700,98563,1,38
4701,87035,2,28
4702,37813,6,84
4703,39563,4,39
4704,67354,1,22
4705,48458,1,15
4706,10552,3,143
4707,48858,1,28
4708,37130,10,233
4709,49440,3,26
4710,94559,5,69
4711,54956,2,43
4712,49866,1,25
4713,64772,1,16
4714,08901,3,96
4715,16101,2,29
4716,95360,1,26
4717,05855,1,31
4718,28658,3,45
4719,83543,1,15
4720,85621,2,47
4721,92860,2,26
4722,44070,2,45
4723,55057,1,32
4724,06854,5,140
4725,06360,2,52
4726,13815,1,41
4727,48375,4,91
4728,53154,3,53
4729,37830,4,70
4730,97463,1,20
4731,45419,1,28
4732,53066,2,56
4733,14760,2,39
4734,63132,1,23
4735,66521,1,23
4736,54650,1,39
4737,13820,1,30
4738,07050,2,75
4739,55960,1,16
4740,98360,1,27
4741,45056,1,40
4742,86040,2,8
4743,32177,2,23
4744,75801,3,35
4745,94301,8,96
4746,72121,2,19
4747,61944,1,13
4748,75460,3,51
4749,51046,1,27
4750,02860,6,146
4751,31321,1,13
4752,54157,2,30
4753,36272,1,31
4754,57501,5,66
4755,71360,4,51
4756,93449,2,21
4757,79355,1,1
4758,39470,1,27
4759,48060,4,38
4760,36610,4,40
4761,99163,2,62
4762,33950,3,37
4763,02169,8,188
4764,98848,1,45
4765,40160,2,34
4766,27317,1,37
4767,96080,1,37
4768,92373,4,60
4769,27320,3,38
4770,54501,1,20
4771,76078,1,22
4772,78583,1,25
4773,54971,1,34
4774,45424,2,36
4775,92501,14,225
4776,95677,3,37
4777,60008,2,44
4778,95678,8,111
4779,88203,6,90
4780,27573,3,37
4781,48067,3,56
4782,30662,1,23
4783,67665,1,20
4784,99657,1,15
4785,05701,1,37
4786,10580,2,31
4787,04072,3,63
4788,63301,6,89
4789,53235,1,41
4790,55102,15,433
4791,21801,3,162
4792,92410,11,121
4793,92101,52,949
4794,93668,1,10
4795,76266,1,27
4796,93061,2,53
4797,12305,4,120
4798,69361,1,16
4799,85251,15,246
4800,18510,7,139
4801,93955,1,34
4802,98284,2,48
4803,33772,4,76
4804,53085,1,40
4805,44875,1,26
4806,82801,1,16
4807,61282,2,23
4808,65349,1,13
4809,78159,1,20
4810,79367,1,14
4811,98065,1,30
4812,30025,1,23
4813,37379,3,61
4814,93940,1,5
4815,02145,5,152
4816,95370,1,18
4817,46601,11,256
4818,30336,9,166
4819,31647,1,9
4820,99201,16,331
4821,32084,2,33
4822,84770,8,98
4823,56081,1,34
4824,64501,9,131
4825,45885,1,13
4826,77477,3,45
4827,32091,1,16
4828,80477,2,28
4829,34994,2,39
4830,54235,2,31
4831,94585,1,28
4832,94088,6,195
4833,51058,1,18
4834,37874,2,12
4835,79556,1,27
4836,31791,1,21
4837,30176,1,11
4838,32778,2,25
4839,76574,2,27
4840,55084,1,25
4841,85280,7,168
4842,75160,3,33
4843,78209,1,16
4844,75501,5,78
4845,14150,2,38
4846,75143,1,10
4847,37388,2,46
4848,79563,2,17
4849,45322,1,38
4850,15401,2,43
4851,31601,7,102
4852,05491,1,35
4853,90058,4,50
4854,08362,6,157
4855,67487,1,15
4856,99362,2,47
4857,45895,1,24
4858,72176,2,25
4859,16365,1,26
4860,27889,2,48
4861,02472,3,88
4862,53188,5,100
4863,54403,3,60
4864,64096,1,25
4865,58078,2,54
4866,41472,1,24
4867,95691,5,60
4868,46074,3,77
4869,35147,1,26
4870,60187,3,34
4871,37188,2,21
4872,44890,1,36
4873,30680,2,39
4874,27101,20,377
4875,62095,1,27
4876,43085,1,54
4877,98901,5,77
4878,48197,1,19
4879,54466,1,8
4880,27101,2,42
4881,28462,1,30
4882,98840,1,24
4883,29702,1,35
4884,97222,25,362
4885,67525,1,26
4886,71040,4,40
4887,71003,6,30
4888,71048,10,45
4889,39150,3,37
4890,57224,1,21
4891,15025,1,61
4892,98382,7,103
4893,98362,4,53
4894,98331,2,43
4895,98343,2,17
4896,49632,1,18
4897,59634,2,23
4898,35045,3,37
4899,56222,1,20
4900,48617,1,25
4901,55924,1,20
4902,28610,1,34
4903,03743,1,26
4904,23881,2,15
4905,62421,2,13
4906,74018,3,46
4907,14032,1,68
4908,52216,1,25
4909,14031,1,52
4910,63437,1,14
4911,29102,16,187
4912,16313,1,43
4913,60514,1,45
4914,05759,2,38
4915,14429,1,54
4916,79226,1,34
4917,51632,1,15
4918,43915,1,20
4919,50525,1,20
4920,56440,1,22
4921,74535,1,10
4922,98642,8,78
4923,63445,1,36
4924,89119,42,826
4925,40391,3,31
4926,98601,6,41
4927,98675,2,27
4928,98606,5,60
4929,98665,4,78
4930,98604,4,67
4931,98642,2,0
4932,98674,1,8
4933,83811,1,12
4934,13321,1,35
4935,49719,1,25
4936,57225,1,22
4937,07066,2,46
4938,39301,2,12
4939,56223,1,36
4940,72623,4,32
4941,28734,1,37
4942,56016,1,25
4943,47930,1,21
4944,29821,1,13
4945,27889,2,38
4946,18411,1,70
4947,68628,1,25
4948,47225,2,28
4949,26301,4,42
4950,95612,1,20
4951,01247,1,30
4952,38614,3,36
4953,64430,1,17
4954,42726,1,22
4955,68629,1,42
4956,39752,1,20
4957,99403,1,33
4958,59752,1,32
4959,15322,1,24
4960,75647,1,20
4961,47129,3,58
4962,72830,4,26
4963,50619,1,22
4964,37040,12,235
4965,75426,1,17
4966,23927,1,32
4967,14786,1,25
4968,63336,1,18
4969,28433,1,24
4970,63837,1,16
4971,12725,1,25
4972,68328,1,25
4973,97016,3,27
4974,79019,1,30
4975,12513,1,35
4976,48017,2,29
4977,37303,1,15
4978,37849,2,12
4979,30417,4,34
4980,67432,1,23
4981,68933,1,28
4982,40380,1,30
4983,62824,0,55
4984,47841,1,18
4985,32043,14,225
4986,28904,4,29
4987,47846,1,21
4988,39851,3,15
4989,39756,1,17
4990,42404,1,27
4991,46637,5,78
4992,85934,2,20
4993,50256,1,11
4994,47202,1,20
4995,48001,2,22
4996,47460,1,18
4997,47345,1,18
4998,25043,1,25
4999,13041,2,45
5000,64119,1,23
5001,37187,1,16
5002,19703,2,54
5003,46510,1,15
5004,73573,1,12
5005,15323,1,24
5006,30274,14,351
5007,88415,2,22
5008,19938,1,70
5009,45322,1,23
5010,27520,2,54
5011,49235,1,17
5012,54004,1,27
5013,63105,1,44
5014,62324,1,15
5015,08312,1,40
5016,83227,1,23
5017,36016,1,18
5018,75633,2,27
5019,98922,2,35
5020,99704,1,25
5021,22624,1,30
5022,80436,8,47
5023,86024,1,8
5024,83716,2,15
5025,96137,1,6
5026,25044,2,22
5027,37733,1,4
5028,37715,1,15
5029,55319,2,30
5030,48661,1,15
5031,54005,1,30
5032,50428,1,41
5033,57226,1,24
5034,29681,2,55
5035,65793,1,12
5036,42051,1,25
5037,45066,3,65
5038,43154,1,30
5039,16830,4,100
5040,24314,1,23
5041,82835,4,40
5042,28714,2,33
5043,26003,1,17
5044,33756,8,204
5045,29822,1,20
5046,55320,1,30
5047,67026,1,30
5048,63957,7,50
5049,83544,4,98
5050,49676,1,9
5051,68726,1,24
5052,39073,1,26
5053,76033,4,63
5054,51014,1,22
5055,48610,1,10
5056,28318,1,35
5057,08021,1,24
5058,95227,1,21
5059,56224,1,20
5060,35611,2,30
5061,42539,1,20
5062,50051,1,18
5063,29634,2,51
5064,25045,1,30
5065,73729,1,32
5066,49625,1,12
5067,17042,1,18
5068,74331,2,18
5069,52135,1,24
5070,39558,1,15
5071,16740,1,20
5072,27013,2,36
5073,28150,1,40
5074,44114,26,790
5075,74020,1,20
5076,37311,6,106
5077,13042,1,25
5078,84518,1,16
5079,27520,1,40
5080,77327,2,34
5081,53015,1,26
5082,44118,2,69
5083,14225,1,45
5084,44135,2,62
5085,29693,1,20
5086,58424,1,18
5087,46514,1,36
5088,46787,1,26
5089,56017,1,27
5090,30528,1,18
5091,24225,1,19
5092,35049,1,25
5093,38732,3,36
5094,65631,3,28
5095,33440,1,23
5096,88028,2,29
5097,58016,1,15
5098,18413,1,25
5099,47226,1,19
5100,28114,2,35
5101,07010,1,67
5102,65348,1,11
5103,14428,1,20
5104,07013,7,143
5105,04428,1,1
5106,66937,1,12
5107,85533,1,34
5108,81520,1,29
5109,24422,1,35
5110,19018,1,55
5111,12065,1,48
5112,14432,0,45
5113,55804,3,23
5114,76634,1,28
5115,42216,1,20
5116,56523,1,18
5117,27233,2,46
5118,49034,1,16
5119,39834,1,12
5120,24531,1,23
5121,62215,1,30
5122,24210,1,25
5123,37731,2,13
5124,24226,1,20
5125,79836,3,18
5126,84015,1,27
5127,12929,1,40
5128,56225,1,22
5129,01510,1,45
5130,13323,2,60
5131,08809,1,35
5132,61727,1,35
5133,52732,3,45
5134,64735,1,29
5135,49236,1,20
5136,04927,1,30
5137,72031,3,25
5138,37716,3,46
5139,73601,1,30
5140,44216,2,18
5141,39056,4,63
5142,29325,2,56
5143,53525,1,29
5144,12144,3,40
5145,45159,1,26
5146,59825,1,20
5147,64735,1,27
5148,45148,1,15
5149,48038,5,78
5150,44676,1,28
5151,43224,1,27
5152,46543,1,23
5153,17752,1,40
5154,46947,1,18
5155,44883,2,30
5156,46135,1,12
5157,06413,2,76
5158,55751,1,22
5159,20735,1,45
5160,45113,1,47
5161,12515,1,0
5162,40361,1,17
5163,24931,1,19
5164,16372,1,35
5165,24228,2,35
5166,48420,2,35
5167,29525,2,21
5168,36017,1,15
5169,50325,1,49
5170,56226,1,12
5171,55720,3,59
5172,07624,1,36
5173,66901,6,42
5174,74562,1,20
5175,72433,0,9
5176,17901,1,12
5177,29710,1,24
5178,22821,1,36
5179,61490,1,18
5180,24534,1,32
5181,25276,1,28
5182,95425,1,34
5183,97759,2,24
5184,46120,1,35
5185,35633,2,43
5186,54820,1,12
5187,40111,1,25
5188,88101,7,90
5189,93612,5,61
5190,24535,1,30
5191,77531,2,31
5192,52217,1,22
5193,43410,2,37
5194,14433,1,32
5195,28721,1,38
5196,66938,1,20
5197,59018,1,10
5198,48049,1,17
5199,49408,1,16
5200,15944,1,35
5201,79510,1,20
5202,53016,1,37
5203,14724,1,60
5204,16943,1,20
5205,15728,1,39
5206,92138,13,175
5207,92236,1,16
5208,38645,8,68
5209,47427,1,15
5210,60416,2,52
5211,25823,1,24
5212,80403,4,61
5213,46967,2,19
5214,45638,1,16
5215,25007,1,6
5216,41501,1,22
5217,17866,7,105
5218,61240,1,37
5219,81222,1,16
5220,18218,1,25
5221,37719,1,18
5222,74538,1,25
5223,35453,3,27
5224,93210,1,27
5225,37313,1,17
5226,26257,1,15
5227,45621,1,14
5229,35901,1,21
5230,19320,1,15
5231,35470,1,18
5232,27521,1,41
5233,30008,29,605
5234,40336,1,13
5235,53526,1,29
5236,30420,1,16
5237,62920,1,18
5238,12043,1,50
5239,97408,1,26
5240,31014,1,19
5241,16314,1,50
5242,19330,1,50
5243,37821,1,16
5244,21030,1,202
5245,75211,1,20
5246,32922,3,48
5247,33063,3,82
5248,13069,2,54
5249,24230,1,27
5250,62825,1,11
5251,83814,4,58
5252,12045,1,50
5253,12046,1,55
5254,75763,1,10
5255,31533,11,132
5256,59424,1,14
5257,96091,1,6
5258,36318,1,16
5259,62017,1,19
5260,38922,2,19
5261,36524,1,15
5262,66839,7,135
5263,67337,1,19
5264,65324,2,24
5265,99918,1,19
5266,73059,1,16
5267,52218,1,15
5268,58017,1,22
5269,55721,1,25
5270,14826,1,32
5271,12047,3,33
5272,30710,1,18
5273,51636,1,16
5274,44436,1,20
5275,55321,1,24
5276,75783,1,14
5277,81082,1,18
5278,35452,2,19
5279,27537,1,25
5280,35674,1,16
5281,74733,1,20
5282,30628,2,15
5283,67701,1,30
5284,05449,3,30
5285,62326,2,22
5286,06415,2,81
5287,56320,1,30
5288,10516,1,50
5289,11724,1,57
5290,35033,2,22
5291,89508,3,28
5292,28025,1,35
5293,14033,2,50
5294,12586,1,80
5295,77331,1,8
5296,14772,1,26
5297,45828,1,22
5298,49036,1,21
5299,65325,1,30
5300,65109,7,55
5301,73010,1,11
5302,03576,1,30
5303,06021,2,70
5304,48618,1,20
5305,76834,1,32
5306,73432,1,10
5307,45251,6,154
5308,45644,1,35
5309,43916,1,20
5310,27924,1,28
5311,68727,1,25
5312,20112,1,40
5313,52035,1,33
5314,50054,1,35
5315,54730,1,30
5316,99111,1,46
5317,61728,1,23
5318,27235,2,46
5319,95713,2,6
5320,49307,1,15
5321,27948,1,33
5322,37046,1,12
5323,75142,1,15
5324,65726,1,11
5325,30337,2,70
5326,20740,1,54
5327,99324,1,35
5328,77840,6,154
5329,43022,2,37
5330,19426,1,40
5331,95215,1,12
5332,72002,1,25
5333,29488,37,221
5334,28611,2,36
5335,76034,3,41
5336,26035,1,18
5337,38017,6,67
5338,30629,1,0
5339,19023,1,40
5340,19023,1,50
5341,08094,1,32
5342,08108,1,31
5343,14035,1,40
5344,35045,2,30
5345,64738,1,18
5346,37110,2,21
5347,14034,1,55
5348,30421,1,15
5349,54207,1,20
5350,74021,1,18
5351,62234,2,36
5352,74021,1,30
5353,39325,1,41
5354,24078,2,40
5355,76233,1,18
5356,38450,1,10
5357,67631,1,7
5358,94014,1,36
5359,57017,1,23
5360,18915,1,40
5361,75938,1,18
5362,50056,1,22
5363,55322,1,30
5364,08330,1,28
5365,54930,2,54
5366,57528,1,22
5367,49040,1,21
5368,68018,1,15
5369,61241,2,35
5370,07067,1,45
5371,22443,1,31
5372,08619,1,41
5373,23834,2,59
5374,08096,1,35
5375,17109,1,27
5376,12205,1,65
5377,73021,1,12
5378,35077,1,14
5379,79512,1,33
5380,86021,3,64
5381,80215,1,160
5382,81650,6,54
5383,85344,2,26
5384,80910,21,427
5385,80523,1,100
5386,31788,15,166
5387,39837,4,40
5388,01340,1,25
5389,59323,3,28
5390,72326,1,20
5391,97017,2,25
5392,57018,1,22
5393,07722,2,66
5394,17512,1,65
5395,46725,1,39
5396,57433,1,20
5397,99328,2,84
5398,30907,15,184
5399,32025,12,92
5400,59912,2,27
5401,38401,5,92
5402,16666,1,30
5403,18013,1,34
5404,65201,10,160
5405,39429,2,19
5406,29201,32,625
5407,42728,1,26
5408,50057,1,14
5409,62236,1,42
5410,95310,1,10
5411,36319,1,26
5412,55421,1,37
5413,71418,1,10
5414,14120,1,29
5415,18834,1,47
5416,15202,1,18
5417,77486,1,16
5418,29170,1,18
5419,97051,7,86
5420,49056,2,16
5421,49230,2,15
5422,46725,1,25
5423,44028,1,42
5424,47660,1,14
5425,45710,1,17
5426,06237,1,35
5427,99361,1,84
5428,44408,1,22
5429,35051,1,30
5430,48421,1,24
5431,31909,1,8
5432,52738,1,37
5433,31901,14,374
5434,43207,34,1650
5435,39702,5,64
5436,53925,1,40
5437,66725,1,25
5438,28722,1,41
5439,47201,6,95
5440,45830,2,37
5441,59019,2,44
5442,68601,2,89
5443,49853,1,10
5444,59019,1,37
5445,88029,1,14
5446,78934,1,40
5447,58727,1,30
5448,95932,1,20
5449,55604,1,13
5450,99114,1,32
5451,99155,3,38
5452,55763,1,15
5453,50620,1,15
5454,67038,1,16
5455,67030,1,22
5456,19023,1,14
5457,73529,1,21
5458,76442,1,17
5459,92278,3,64
5460,75159,1,12
5461,54113,1,26
5462,28585,1,26
5463,78013,1,20
5464,56019,1,24
5465,11725,4,141
5466,75428,1,31
5467,30529,2,34
5468,74339,1,22
5469,48382,4,37
5470,15729,1,20
5471,18062,1,25
5472,06255,1,45
5473,21911,3,80
5474,07435,1,18
5475,18078,1,25
5476,17942,1,30
5477,17960,1,30
5478,17067,1,38
5479,21903,2,60
5480,17360,1,47
5481,23350,1,13
5482,63114,3,57
5483,75672,2,21
5484,21733,1,45
5485,19606,1,30
5486,28012,1,26
5487,77083,4,220
5488,70656,1,10
5489,41314,0,16
5490,15757,1,88
5491,21651,1,40
5492,93246,2,43
5493,96540,5,80
5494,75431,1,6
5495,27818,1,19
5496,32420,1,25
5497,65536,2,14
5498,95427,1,32
5499,61318,1,20
5500,90220,4,72
5501,64772,1,11
5502,49053,3,40
5503,68828,1,14
5504,37385,1,15
5505,88416,3,22
5506,85924,1,16
5507,94520,2,25
5508,05824,1,14
5509,03301,4,92
5510,01742,2,49
5511,28027,12,288
5512,49237,1,15
5513,35023,3,26
5514,42001,2,30
5515,68728,1,21
5516,43015,1,43
5517,44077,2,51
5518,46516,2,66
5519,46785,1,24
5520,45628,2,32
5521,62631,1,10
5522,71263,3,22
5523,24538,1,43
5524,30206,1,11
5525,72523,1,13
5526,32333,1,15
5527,43160,1,20
5528,64020,2,32
5529,71373,8,26
5530,19342,1,49
5531,58220,1,4
5532,98237,1,15
5533,57434,1,18
5534,39057,1,18
5535,15959,1,30
5536,15909,1,25
5537,17516,1,25
5538,14435,1,50
5539,12076,1,20
5540,52739,1,22
5541,27819,1,26
5542,14726,1,65
5543,97347,2,50
5544,56020,1,19
5545,10920,2,90
5546,61729,1,18
5547,85332,1,12
5548,22842,1,40
5549,13748,2,25
5550,44030,2,41
5551,16316,2,20
5552,06026,1,39
5553,15425,2,19
5554,15425,1,35
5555,47331,1,38
5556,28712,2,40
5557,16027,1,12
5558,79008,2,185
5559,54519,1,30
5560,13140,1,31
5561,50621,0,20
5562,59425,1,17
5563,77305,7,131
5564,88401,2,18
5565,88401,3,21
5566,22630,1,8
5567,19428,1,78
5568,08505,1,20
5569,66046,10,100
5570,66208,3,67
5571,29126,2,42
5572,12926,2,28
5573,13325,1,80
5574,13044,1,40
5575,49042,1,22
5576,17934,1,20
5577,10524,1,59
5578,94520,23,229
5579,82633,48,105
5580,29329,1,31
5581,78109,2,40
5582,46919,2,33
5583,45832,1,19
5584,15027,2,30
5585,72110,2,11
5586,72127,1,15
5587,72156,2,19
5588,01341,1,22
5589,29526,3,44
5590,72034,7,107
5591,03818,1,33
5592,27820,1,30
5593,55723,1,25
5594,68329,1,21
5595,35128,2,26
5596,28216,1,35
5597,59020,2,8
5598,88030,1,19
5599,38501,4,57
5600,77836,1,10
5601,74427,0,22
5602,08511,1,24
5603,28168,1,25
5604,61730,1,20
5605,24137,1,20
5606,28625,2,51
5607,26508,1,30
5608,76088,1,16
5609,18466,2,30
5610,27014,1,28
5611,29323,1,15
5612,85128,2,24
5613,83821,1,33
5614,46360,3,55
5615,45723,1,18
5616,54623,1,30
5617,41776,1,18
5618,55433,3,42
5619,50058,1,26
5620,49009,2,28
5621,65233,7,33
5622,99572,1,15
5623,75432,1,19
5624,04657,1,6
5625,14827,1,12
5626,27822,1,47
5627,18036,1,35
5628,13326,1,59
5629,58425,1,30
5630,58425,1,30
5631,16317,1,20
5632,49404,1,20
5633,97420,3,26
5634,36020,1,10
5635,71742,1,26
5636,12516,1,36
5637,74022,1,12
5638,96064,0,12
5639,80812,1,18
5640,35130,1,34
5641,35130,1,34
5642,13626,1,48
5643,11726,2,104
5644,18037,1,10
5645,22488,1,24
5646,44321,2,40
5647,75019,4,96
5648,49917,1,4
5649,24224,2,24
5650,49918,1,13
5651,80443,1,17
5652,76522,3,57
5653,37317,1,50
5654,36266,1,14
5655,95228,3,30
5656,97423,3,47
5657,25601,1,25
5658,33134,3,140
5659,33065,8,164
5660,52241,2,45
5661,11727,3,120
5662,59936,3,16
5663,15108,2,25
5664,97019,3,32
5665,40701,1,19
5666,72524,2,25
5667,94534,2,24
5668,73632,1,12
5669,64021,2,22
5670,82717,2,45
5671,29461,2,18
5672,29039,1,18
5673,61242,1,17
5674,68330,1,29
5675,99574,2,68
5676,21625,1,50
5677,46164,1,22
5678,71418,1,9
5679,14036,1,35
5680,84307,1,18
5681,04427,1,41
5682,38834,4,48
5683,12822,1,52
5684,27565,1,28
5685,36276,1,23
5686,41010,1,20
5687,36081,1,10
5688,29340,1,32
5689,27597,2,35
5690,29672,1,20
5691,72855,3,22
5692,73024,1,15
5693,27028,1,26
5694,61853,1,51
5695,30531,2,17
5696,28031,2,64
5697,54732,1,30
5698,49818,1,10
5699,37047,1,15
5700,71667,1,10
5701,41731,2,23
5702,14830,1,35
5703,54452,1,32
5704,50841,1,30
5705,72422,1,15
5706,96021,1,36
5707,43730,1,24
5708,03745,2,25
5709,04020,1,25
5710,40330,1,23
5711,54827,1,16
5712,04976,1,12
5713,17016,1,22
5714,12518,2,91
5715,12520,1,35
5716,27565,1,26
5717,05753,1,30
5718,06796,2,32
5719,19020,1,40
5720,27927,1,30
5721,85641,2,20
5722,57227,1,25
5723,92880,7,112
5724,92118,2,31
5725,78408,18,414
5726,87048,2,28
5727,93960,1,11
5728,51016,1,20
5729,56227,1,14
5730,75939,1,16
5731,21524,1,40
5732,16407,2,39
5733,57328,1,23
5734,15829,1,50
5735,75110,4,67
5736,94925,2,26
5737,94565,1,50
5738,81321,3,31
5739,44410,1,37
5740,60112,1,26
5741,13045,3,67
5742,68331,1,25
5743,13045,2,54
5744,73548,1,15
5745,48817,2,30
5746,46730,1,20
5747,97330,6,102
5748,42406,1,22
5749,50060,1,20
5750,47112,1,18
5751,76528,1,18
5752,06807,1,18
5753,37722,3,36
5754,64436,2,30
5755,43812,1,18
5756,98537,1,25
5757,56228,1,17
5758,71832,1,15
5759,12823,1,20
5760,92628,6,84
5761,81133,4,35
5762,95624,9,164
5763,35670,1,33
5764,70364,2,31
5765,71409,3,16
5766,81223,0,10
5767,38224,4,17
5768,53527,1,40
5769,62018,1,25
5770,25239,1,35
5771,12419,1,12
5772,72626,1,11
5773,63304,4,57
5774,88020,1,8
5775,28348,1,48
5776,31739,1,15
5777,55724,1,26
5778,32431,1,8
5779,76073,1,8
5780,37048,1,15
5781,36320,1,30
5782,86326,1,30
5783,56229,1,28
5784,96022,1,24
5785,72601,2,20
5786,83522,1,23
5787,78657,2,12
5788,88210,2,15
5789,83522,1,22
5790,02635,1,18
5791,78014,1,30
5792,29801,2,32
5793,16915,1,45
5794,99115,1,25
5795,50431,1,14
5796,15028,1,16
5797,62237,2,35
5798,51503,5,104
5799,74428,1,16
5800,83612,1,16
5801,24260,2,18
5802,60478,2,38
5803,74073,1,17
5804,08807,2,30
5805,32428,1,4
5806,28743,1,27
5807,60061,2,56
5808,35114,1,12
5809,97532,1,27
5810,43080,1,29
5811,78155,1,20
5812,27028,1,26
5813,35151,1,15
5814,31779,1,14
5815,22902,9,460
5816,96732,14,296
5817,22960,9,207
5818,77511,1,13
5819,18704,1,18
5820,58426,1,28
5821,56021,1,22
5822,95615,2,21
5823,49341,2,16
5824,66939,1,8
5825,23837,1,26
5826,38620,1,18
5827,73456,1,19
5828,27055,1,42
5829,73006,1,6
5830,28523,1,35
5831,28692,1,30
5832,72131,3,24
5833,97824,1,16
5834,71937,1,23
5835,95428,1,21
5836,44319,1,17
5837,06238,2,55
5838,13778,1,15
5839,15902,1,25
5840,49043,1,16
5841,45318,1,38
5842,41011,5,122
5843,70433,2,35
5844,24426,2,55
5845,30014,2,54
5846,38019,2,35
5847,49919,1,18
5848,47932,1,19
5849,76636,1,18
5850,97470,1,0
5851,41653,2,18
5852,37318,2,20
5853,36321,1,17
5854,62422,1,17
5855,28734,2,35
5856,26206,1,45
5857,30263,15,206
5858,74429,1,35
5859,64637,1,18
5860,36072,1,5
5861,14037,1,35
5862,67008,1,29
5863,67019,1,23
5864,67023,1,17
5865,67146,2,20
5866,98626,7,103
5867,98581,1,17
5868,98649,2,25
5869,98625,3,29
5870,98611,1,47
5871,98603,4,29
5872,29330,1,25
5873,74344,2,16
5874,31305,1,10
5875,73507,1,20
5876,12051,1,54
5877,12051,2,100
5878,36435,1,10
5879,73111,1,15
5880,61264,1,16
5881,69130,1,30
5882,40419,1,17
5883,62959,1,9
5884,77320,1,17
5885,15624,1,18
5886,76431,1,7
5887,15205,1,33
5888,05826,1,24
5889,36255,1,20
5890,12420,1,35
5891,24127,1,25
5892,68019,1,28
5893,81625,1,27
5894,36702,1,11
5895,99921,1,15
5896,24430,1,34
5897,26205,1,31
5898,28394,1,27
5899,17312,1,14
5900,28032,2,27
5901,12927,1,25
5902,16066,2,58
5903,08512,1,30
5904,75114,1,25
5905,54520,1,28
5906,65633,1,15
5907,35053,4,29
5908,55725,1,16
5909,45821,1,20
5910,79731,1,35
5911,12010,1,30
5912,16410,1,22
5913,76637,1,18
5914,07016,1,46
5915,02910,6,196
5916,19808,1,45
5917,16950,1,20
5918,12521,1,18
5919,97604,1,36
5920,74563,1,7
5921,72921,2,15
5922,66712,1,18
5923,66724,2,21
5924,72946,5,32
5925,39743,3,12
5926,66743,1,24
5927,69339,1,47
5928,36869,2,24
5929,47933,2,46
5930,72327,0,15
5931,29627,1,33
5932,62922,1,11
5933,27522,1,33
5934,17011,1,25
5935,15732,1,35
5936,68729,1,36
5937,64739,1,16
5938,36525,1,19
5939,21502,1,65
5940,57435,1,30
5941,32112,1,25
5942,54501,1,21
5943,73028,1,17
5944,95531,3,29
5945,16428,1,40
5946,97733,3,16
5947,41017,1,71
5948,15046,1,15
5949,89821,1,18
5950,51526,1,14
5951,60928,1,25
5952,52136,1,26
5953,07626,1,21
5954,76035,1,28
5955,16630,1,40
5956,17929,1,25
5957,15137,1,25
5958,81224,4,39
5959,44827,1,18
5960,28315,1,23
5961,28615,1,15
5962,50801,1,25
5963,59901,4,30
5964,81131,1,6
5965,32536,3,49
5966,60445,1,50
5967,27928,1,25
5968,68333,1,50
5969,60417,2,40
5970,60417,3,41
5971,61610,2,18
5972,63141,3,56
5973,45806,1,46
5974,75652,1,8
5975,73453,2,18
5976,80813,1,25
5977,21817,1,75
5978,31015,6,27
5979,41030,1,24
5980,14038,1,30
5981,65452,4,40
5982,49448,1,19
5983,38021,1,11
5984,75835,1,25
5985,94525,3,45
5986,72038,1,14
5987,29302,2,29
5988,68730,1,24
5989,13327,1,61
5990,55726,1,22
5991,06416,3,80
5992,74837,1,13
5993,12550,1,76
5994,97754,3,51
5995,82729,1,100
5996,80726,1,29
5997,56662,1,20
5998,54114,1,28
5999,97760,1,30
6000,57020,1,24
6001,56716,1,32
6002,43731,1,41
6003,58730,1,23
6004,45030,2,30
6005,77532,5,52
6006,79322,1,20
6007,32640,2,12
6008,29332,0,16
6009,37049,2,0
6010,76443,1,22
6011,53528,1,40
6012,29742,1,11
6013,71862,1,22
6014,75656,1,13
6015,65634,2,10
6016,71635,1,24
6017,56442,1,26
6018,28616,1,35
6019,72066,1,10
6020,40729,1,29
6021,30428,1,12
6022,39170,1,30
6023,31011,1,11
6024,38468,1,23
6025,37397,1,9
6026,27851,1,33
6027,38555,2,41
6028,35592,1,20
6029,62827,1,18
6030,48422,1,25
6031,47229,1,15
6032,10519,2,141
6033,49337,1,20
6034,10520,3,193
6035,28033,1,34
6036,59022,2,13
6037,37376,2,36
6038,72802,2,39
6039,35746,1,12
6040,72087,1,17
6041,74430,1,20
6042,28052,3,42
6043,79227,1,10
6044,76036,2,31
6045,70526,3,35
6046,70526,1,28
6047,45623,1,17
6048,86343,2,21
6049,46307,1,53
6050,12928,2,40
6051,87313,1,14
6052,71230,4,20
6053,19021,1,53
6054,03773,1,15
6055,21628,1,55
6056,28716,1,32
6057,87830,2,16
6058,14424,1,32
6059,63019,1,25
