DeptId,ZipCode,NumberOfStations,ActivePersonnel
16067,44084,1,16
16068,76401,1,18
16069,45053,2,24
16070,45648,1,28
16071,46383,1,38
16072,76671,1,12
16074,76513,1,30
16075,74070,1,11
16076,28655,3,90
16077,26505,4,61
16078,42261,1,26
16079,46160,1,25
16080,67468,2,11
16081,27572,2,33
16082,12960,1,47
16083,48133,1,27
16084,52312,1,11
16085,13617,1,28
16086,86038,1,21
16087,71901,5,31
16088,20746,1,95
16089,97039,1,7
16090,97039,1,11
16091,47963,1,19
16092,92220,1,25
16093,92256,2,23
16094,43337,1,26
16095,66515,1,17
16096,69358,1,23
16097,04952,1,18
16098,72110,4,30
16099,38320,1,30
16100,66873,1,10
16101,13808,1,35
16102,35116,1,27
16103,56267,1,32
16104,60450,3,60
16105,07950,1,35
16106,07961,5,104
16107,16858,1,30
16108,47033,1,26
16109,74445,1,18
16110,06763,1,28
16111,36280,1,15
16112,37357,3,30
16113,61270,1,30
16114,73061,1,15
16115,65061,2,36
16116,54126,1,38
16117,12962,1,55
16118,62546,1,16
16119,72576,2,24
16120,32668,2,15
16121,07960,1,10
16122,13664,1,45
16123,07960,2,57
16124,05661,1,24
16125,55052,1,25
16126,57645,1,28
16127,46161,1,23
16128,25565,2,20
16129,27560,3,52
16130,19067,1,20
16131,13408,1,41
16132,65617,3,18
16133,93442,2,32
16134,30260,2,33
16135,68648,1,25
16136,55731,2,28
16137,06234,2,70
16138,56270,1,21
16139,61550,2,36
16140,14464,1,35
16141,60053,2,40
16142,79346,1,19
16143,19070,1,40
16144,42440,1,25
16145,31638,1,18
16146,81146,2,24
16147,38057,1,15
16148,83843,3,111
16149,49257,1,19
16150,18444,1,50
16151,98837,2,31
16152,37818,1,24
16153,97040,3,12
16154,54455,2,44
16155,87733,1,5
16156,95667,1,27
16157,77575,2,10
16158,76240,2,23
16159,38575,1,20
16160,32421,1,15
16161,56466,1,14
16162,58646,1,28
16163,13119,1,42
16164,35650,1,21
16165,77975,1,35
16166,03254,2,29
16167,31768,3,44
16168,64470,1,16
16169,62963,1,20
16170,57646,1,16
16171,55364,1,40
16172,67354,1,22
16173,62964,1,12
16174,74047,2,21
16175,26041,1,5
16176,26041,1,30
16177,35474,1,25
16178,19544,1,20
16179,27030,2,39
16180,21771,1,80
16181,97362,1,40
16182,50854,1,24
16183,76673,1,14
16184,53057,1,42
16185,17901,1,18
16186,37645,1,31
16187,62863,2,19
16188,17851,5,75
16189,61053,1,30
16190,04765,1,6
16191,26408,1,10
16192,48043,1,13
16193,24540,1,35
16194,04662,3,24
16195,32757,2,39
16196,75681,1,13
16197,46750,2,33
16198,48650,1,10
16199,27306,1,29
16200,43338,1,28
16201,45231,1,24
16202,35957,1,10
16203,24540,1,21
16204,28120,3,31
16205,08060,1,12
16206,71758,1,14
16207,05758,2,22
16208,27283,1,53
16209,67108,1,36
16210,25880,1,33
16211,35651,1,18
16212,53572,1,58
16213,16740,1,20
16214,17022,1,0
16215,10549,3,210
16216,08054,3,79
16217,15228,1,67
16218,85619,1,34
16219,12477,1,31
16220,15349,1,37
16221,14510,1,75
16222,48458,3,25
16223,28115,1,57
16224,35117,2,37
16225,28365,1,31
16226,35452,1,21
16227,36274,1,18
16228,36271,1,15
16229,26003,1,10
16230,45154,3,50
16231,19606,1,36
16232,19506,1,25
16233,75456,1,44
16234,67330,1,21
16235,84647,1,14
16236,15340,2,31
16237,32352,1,20
16238,60056,3,86
16239,62548,3,58
16240,24292,2,45
16241,21545,1,55
16242,96067,2,36
16243,96067,2,23
16244,96064,2,5
16245,72641,3,18
16246,11766,2,75
16247,62353,1,20
16248,26739,1,15
16249,07950,3,42
16250,17066,1,40
16251,43050,2,36
16252,98273,3,52
16253,62864,3,29
16254,40456,1,25
16255,75457,1,18
16256,04352,2,22
16257,47620,1,22
16258,52314,1,30
16259,21853,1,20
16260,36560,1,25
16261,97865,2,20
16262,57363,1,24
16263,72111,1,21
16264,42501,1,27
16265,20135,2,35
16266,36272,1,20
16267,35503,1,15
16268,35213,3,63
16269,80135,3,24
16270,28338,1,26
16271,95246,1,60
16272,84050,1,10
16273,65711,2,26
16274,83648,2,78
16275,83647,3,33
16276,28791,3,34
16277,72653,2,42
16278,83647,1,33
16279,07823,1,33
16280,56159,1,25
16281,07046,1,35
16282,73559,1,12
16283,28676,1,32
16284,71956,1,20
16285,29664,1,26
16286,72023,2,14
16287,16677,1,15
16288,28734,1,23
16289,93675,1,20
16290,98092,8,129
16291,12180,1,35
16292,72560,3,30
16293,73062,1,13
16294,94041,5,70
16295,28635,1,30
16296,82939,1,22
16297,95313,2,22
16298,80504,9,90
16299,22555,1,26
16300,28602,3,25
16301,74401,1,17
16302,65548,2,24
16303,85704,2,38
16304,38554,1,20
16305,58262,1,16
16306,87036,1,26
16307,35956,2,25
16308,12763,1,35
16309,07092,1,33
16310,18707,1,23
16311,98043,2,38
16312,17554,1,22
16313,29370,1,13
16314,39452,1,10
16315,51039,1,24
16316,37379,1,22
16317,62550,1,23
16318,13090,4,82
16319,74557,1,4
16320,83845,1,12
16321,27958,1,46
16322,26003,1,15
16323,07863,1,19
16324,26716,1,10
16325,35079,2,12
16326,38606,1,20
16327,41064,1,0
16328,38917,1,15
16329,37385,1,18
16330,40047,4,38
16331,77423,1,17
16332,62549,1,32
16333,21742,1,30
16334,62547,1,20
16335,41041,1,20
16336,08059,1,50
16337,61754,1,15
16338,22842,1,27
16339,61054,1,26
16340,62069,1,29
16341,15210,1,25
16342,38474,1,30
16343,43939,1,20
16344,15666,2,54
16345,52644,1,13
16346,65712,1,25
16347,35555,1,17
16348,37150,1,16
16349,17046,1,10
16350,66619,1,18
16351,41631,2,20
16352,35603,2,20
16353,06244,1,34
16354,38574,1,15
16355,42167,1,21
16356,49836,1,9
16357,76252,1,28
16358,94965,1,16
16359,98275,2,28
16360,53149,2,50
16361,79536,1,12
16362,72947,4,30
16363,66756,1,10
16364,62262,1,20
16365,28659,1,30
16366,78949,2,15
16367,40155,1,12
16368,74948,2,20
16369,95640,1,12
16370,79347,3,33
16371,83846,1,16
16372,69152,1,20
16373,25882,1,28
16374,76864,1,10
16375,37397,1,10
16376,29574,1,35
16377,67109,1,12
16378,67110,2,42
16379,14511,1,25
16380,47305,7,110
16381,17756,2,58
16382,17756,1,40
16383,17758,1,25
16384,76371,1,24
16385,60060,2,36
16386,66959,2,30
16387,42765,1,22
16388,36268,1,25
16389,38058,1,22
16390,38058,3,29
16391,15120,1,45
16392,15120,1,35
16393,15120,1,25
16394,58352,1,20
16395,00979,1,19
16396,49862,1,10
16397,49895,1,29
16398,49862,1,23
16399,13409,1,19
16400,44262,2,25
16401,44024,1,31
16402,32570,3,23
16403,46321,3,45
16404,75778,1,16
16405,57559,1,21
16406,56271,1,18
16407,68407,1,25
16408,71958,2,14
16409,27855,1,25
16410,35121,1,12
16411,38953,1,26
16412,75094,1,23
16413,28906,2,24
16414,83641,4,32
16415,95247,2,32
16416,62966,2,11
16417,62966,1,16
16418,84107,4,64
16419,43144,1,17
16420,50174,1,22
16421,30705,8,58
16422,68409,1,29
16423,42071,3,38
16424,29576,4,59
16425,92562,5,63
16426,74959,1,20
16427,15668,1,35
16428,36269,1,16
16429,52761,2,44
16430,35661,3,30
16431,53573,1,31
16432,41093,1,23
16433,49442,2,34
16434,49444,1,17
16435,74401,6,94
16436,59072,1,28
16437,48014,1,17
16438,73064,2,25
16439,75109,1,2
16440,15601,1,18
16441,58353,1,15
16442,38401,12,150
16443,76253,1,18
16444,29577,6,151
16445,29577,1,14
16446,97457,1,40
16447,56036,1,22
16448,38650,1,29
16449,97458,1,21
16450,65778,1,20
16451,36763,1,12
16452,06355,2,42
16453,08087,1,30
16454,52574,1,27
16455,59441,1,8
16456,63736,3,15
16457,85620,2,20
16458,75961,5,55
16459,49812,1,25
16460,27959,2,29
16461,01908,1,26
16462,27863,1,30
16463,28455,1,39
16464,23803,1,50
16465,83651,6,90
16466,18020,1,35
16467,42544,1,29
16468,20662,1,32
16469,44848,1,35
16470,28781,1,34
16471,18634,5,60
16472,02554,3,38
16473,15943,1,75
16474,10954,2,85
16475,94574,13,234
16476,94558,2,16
16477,99634,1,10
16478,12458,1,46
16479,68755,1,21
16480,60540,10,192
16481,36303,1,15
16482,61350,1,18
16483,34102,3,55
16484,04055,1,25
16485,75568,1,26
16486,14512,3,25
16487,43545,1,44
16488,58561,1,46
16489,49261,2,26
16490,47037,1,31
16491,70390,3,40
16492,46550,2,31
16493,02882,3,34
16494,24124,1,37
16495,12764,1,23
16496,78419,5,75
16497,32508,5,128
16498,23337,2,40
16499,88004,1,31
16500,32899,3,93
16501,94035,1,42
16502,98638,1,30
16503,73761,1,20
16504,75569,1,7
16505,74558,1,13
16506,50658,1,28
16507,03060,6,172
16508,62263,1,30
16509,37210,39,809
16510,27856,1,31
16511,31639,2,22
16512,71852,2,25
16513,55769,2,25
16514,70143,2,50
16515,77058,1,35
16516,32097,8,125
16517,11590,1,56
16518,56257,1,18
16519,12123,1,47
16520,32011,1,18
16521,70466,3,11
16522,78059,1,31
16523,39121,4,54
16524,71457,3,44
16525,71456,3,17
16526,71457,6,19
16527,71416,6,28
16528,71002,2,31
16529,71411,4,26
16530,01760,4,85
16531,91950,2,38
16532,20899,1,13
16533,20889,1,17
16534,46368,1,46
16535,43740,1,27
16536,82604,2,20
16537,82604,1,7
16538,13665,1,35
16539,24578,1,25
16540,72948,2,20
16541,06770,2,41
16542,99950,1,6
16543,62354,1,31
16544,87328,1,15
16545,08733,1,54
16546,19090,1,41
16547,33040,3,60
16548,39309,3,70
16549,32570,14,175
16550,20640,2,39
16551,22448,1,28
16552,93943,1,17
16553,78362,1,24
16554,32228,2,47
16555,02841,1,33
16556,13215,1,42
16557,54107,1,31
16558,32566,1,12
16559,75153,1,16
16560,76679,1,11
16561,75109,1,6
16562,77868,1,30
16563,28451,1,18
16564,23521,16,343
16565,63953,1,12
16566,79063,1,15
16567,04626,1,13
16568,98357,1,12
16569,42441,1,21
16570,28761,1,33
16571,24370,2,40
16572,65536,4,26
16573,68524,1,30
16574,68410,1,43
16575,54646,1,30
16576,58265,1,16
16577,75779,2,11
16578,21613,1,30
16579,35049,1,15
16580,80466,3,28
16581,77627,1,31
16582,13120,1,30
16583,46162,2,30
16584,02492,2,65
16585,77385,3,60
16586,17238,1,20
16587,77461,2,35
16588,35619,2,30
16589,39461,1,15
16590,20132,1,30
16591,29107,1,12
16592,43906,1,13
16593,18065,1,20
16594,17606,1,60
16595,49866,1,17
16596,44441,2,28
16597,97131,2,20
16598,68413,1,18
16599,59465,1,11
16600,54456,1,52
16601,58355,1,19
16602,54457,1,30
16603,74056,1,9
16604,68756,1,45
16605,71953,1,8
16606,89191,4,105
16607,22949,2,35
16608,42330,1,21
16609,03457,2,15
16610,99571,1,12
16611,68961,1,33
16612,54956,1,0
16613,74759,2,21
16614,45764,0,29
16615,66408,1,24
16616,66428,1,17
16617,66550,1,18
16618,50567,1,12
16619,68414,1,0
16620,57759,1,16
16621,99760,1,7
16622,66757,1,14
16623,62447,1,28
16624,51559,1,26
16625,41840,1,46
16626,64850,1,2
16627,64850,2,29
16628,67357,1,17
16629,53059,1,27
16630,84648,1,23
16631,61345,2,28
16632,07753,4,83
16633,17087,1,25
16634,07753,4,105
16635,13053,1,50
16636,16686,3,75
16637,55053,2,23
16638,38651,2,31
16639,11767,2,100
16640,18635,1,20
16641,18635,1,20
16642,73749,1,9
16643,16105,2,26
16644,54960,1,27
16645,18240,3,42
16646,67560,2,30
16647,67516,1,30
16648,48624,1,6
16649,97112,6,39
16650,97141,2,24
16651,66516,1,12
16652,07857,2,55
16653,26681,1,30
16654,32424,2,8
16655,38858,2,20
16656,37683,1,20
16657,89502,1,9
16658,95959,1,9
16659,95959,9,48
16660,89706,33,1810
16661,89023,2,76
16662,50201,1,38
16663,75173,1,20
16664,17042,1,23
16665,12765,2,40
16666,15225,1,28
16667,47851,1,20
16668,56467,1,18
16669,47150,5,87
16670,38652,2,30
16671,18833,1,24
16672,14719,1,32
16673,43938,1,20
16674,15670,1,23
16675,74016,1,14
16676,01237,1,13
16677,62264,1,34
16678,43981,1,25
16679,54757,1,30
16680,55366,1,19
16681,62265,1,25
16682,15553,1,23
16683,48047,1,16
16684,12124,2,49
16685,20187,1,41
16686,16141,1,22
16687,02740,6,223
16688,62670,1,20
16689,17855,1,40
16690,53151,4,52
16691,13411,1,50
16692,78155,2,25
16693,28560,3,81
16694,35674,1,12
16695,16242,1,75
16696,72851,2,18
16697,17068,1,40
16698,65063,2,20
16699,61272,2,39
16700,45662,1,10
16701,03070,2,50
16702,47531,1,15
16703,75570,2,36
16704,01531,1,19
16705,78130,4,81
16706,45869,1,31
16707,13367,1,32
16708,17356,1,41
16709,55112,1,43
16710,15066,2,35
16711,06053,6,141
16712,36351,1,19
16713,49117,1,5
16714,49117,2,16
16715,62967,1,14
16716,63558,1,15
16717,06840,1,55
16718,77357,3,32
16719,62356,1,13
16720,46552,1,19
16721,45344,1,40
16722,97111,2,17
16723,40050,1,15
16724,47362,3,32
16725,15557,1,55
16726,47150,3,60
16727,53936,1,19
16728,46342,1,17
16729,23415,1,30
16730,10956,1,120
16731,43762,1,45
16732,26726,1,25
16733,26047,1,37
16734,17603,1,15
16735,79350,1,19
16736,62074,1,29
16737,03855,1,22
16738,15067,1,23
16739,57255,1,27
16740,08533,1,51
16741,29809,3,28
16742,18252,1,18
16743,58647,1,33
16744,58647,1,28
16745,06812,3,80
16746,63363,1,19
16747,15944,1,51
16748,54229,1,35
16749,44319,2,17
16750,17202,1,25
16751,15352,1,26
16752,16141,1,19
16753,55367,1,22
16754,53574,1,36
16755,04260,1,31
16756,47863,2,31
16757,62941,1,10
16758,12590,1,64
16759,12590,2,55
16760,10958,1,28
16761,50659,1,30
16762,03256,1,30
16763,64471,1,12
16764,28403,8,185
16765,19525,1,31
16766,47631,1,30
16767,06057,2,33
16768,13413,1,98
16769,50660,1,30
16770,46774,3,73
16771,25265,1,32
16772,62867,1,28
16773,06511,10,400
16774,40051,1,28
16775,48048,1,21
16776,05472,1,34
16777,63068,3,33
16778,39140,1,19
16779,62671,1,20
16780,29006,3,24
16781,53061,1,34
16782,30752,1,12
16783,18938,2,26
16784,06906,1,44
16785,13118,1,22
16786,28012,1,32
16787,73005,1,18
16788,40051,2,17
16789,28551,1,28
16790,32464,1,9
16791,37380,1,22
16792,36278,6,24
16793,27239,1,8
16794,36915,1,14
16795,27514,2,43
16796,35760,2,25
16797,24437,1,32
16798,14714,1,35
16799,11040,3,253
16800,70560,5,58
16801,03071,1,24
16802,45385,1,24
16803,37134,1,19
16804,23124,4,58
16805,17050,1,40
16806,45871,1,27
16807,45345,1,17
16808,58562,1,32
16809,60451,4,64
16810,43764,1,32
16811,40355,1,16
16812,47366,1,13
16813,53950,1,30
16814,71461,1,17
16815,52645,1,30
16816,44851,1,28
16817,03257,1,38
16818,54961,1,30
16819,06320,3,78
16820,56273,1,25
16821,28127,1,38
16822,13440,1,21
16823,75682,1,22
16824,63459,1,16
16825,45346,1,28
16826,63869,1,15
16827,26056,1,17
16828,47965,1,24
16829,55054,1,25
16830,08854,2,48
16831,51646,1,20
16832,22844,1,26
16833,21774,2,75
16834,37820,2,40
16835,01259,1,32
16836,26155,2,36
16837,63365,3,37
16838,87504,1,17
16839,88003,1,20
16840,88033,1,15
16841,45011,1,30
16842,44442,1,18
16843,47160,1,25
16844,21775,1,30
16845,07646,2,48
16846,61109,1,30
16847,75683,1,12
16848,56356,1,17
16849,70130,32,712
16850,12561,2,40
16851,46553,1,27
16852,44663,1,23
16853,97635,1,12
16854,44691,1,31
16855,83655,1,15
16856,47263,1,17
16857,34652,2,33
16858,56071,1,30
16859,38464,1,0
16860,29349,2,16
16861,07974,1,35
16862,80742,4,25
16863,56072,1,25
16864,45157,2,24
16865,54017,2,33
16866,44853,1,32
16867,28617,2,30
16868,10801,6,161
16869,58356,1,26
16870,30738,1,21
16871,01355,2,20
16872,61411,1,27
16873,75654,1,12
16874,15468,1,15
16875,58563,1,32
16876,28103,4,50
16877,12186,2,35
16878,50207,1,27
16879,04955,1,12
16880,36256,1,12
16881,38859,1,16
16882,32168,4,39
16883,15672,1,30
16884,43766,1,20
16885,99636,1,20
16886,75766,1,16
16887,47035,1,20
16888,18066,2,25
16889,56073,2,42
16890,57761,1,23
16891,37355,2,28
16892,35956,2,8
16893,07976,2,40
16894,52065,2,30
16895,50210,1,25
16896,43302,1,25
16897,44854,1,20
16898,47162,2,31
16899,44445,1,25
16900,46970,2,38
16901,77358,4,40
16902,46184,1,25
16903,16142,1,30
16904,21776,1,40
16905,13122,1,12
16906,13417,1,40
16907,56567,1,22
16908,74857,1,23
16909,43055,5,86
16910,76071,1,21
16911,94560,3,44
16912,14513,1,150
16913,07108,16,600
16914,60541,1,32
16915,63458,2,14
16916,13811,1,30
16917,21841,1,60
16918,05871,1,14
16919,49337,1,19
16920,38059,2,24
16921,24126,1,37
16922,29108,2,37
16923,49868,1,28
16924,32669,1,18
16925,92365,3,18
16926,17319,1,22
16927,54501,2,30
16928,05345,2,35
16929,53060,1,40
16930,58762,1,17
16931,20664,1,45
16932,26410,1,16
16933,17240,1,25
16934,12550,2,53
16935,44105,1,21
16936,04444,2,15
16937,47630,1,30
16938,03255,2,28
16939,01951,1,42
16940,05051,1,18
16941,44065,1,20
16942,01950,2,46
16943,04553,2,25
16944,73065,3,49
16945,95658,1,15
16946,68757,1,40
16947,84756,1,12
16948,12852,1,15
16949,50568,1,27
16950,15466,2,20
16951,26050,1,24
16952,57760,1,26
16953,71366,1,33
16954,14867,1,44
16955,08344,1,22
16956,04095,1,25
16957,56738,1,17
16958,52315,1,30
16959,30446,1,24
16960,03801,1,14
16961,06111,5,110
16962,74647,1,26
16963,28657,1,30
16964,61942,1,23
16965,68758,1,31
16966,17073,1,20
16967,37641,1,20
16968,03857,1,50
16969,30263,4,63
16970,92658,8,117
16971,19020,2,45
16972,04953,1,26
16973,97365,2,26
16974,72112,3,38
16975,28570,2,35
16976,37821,2,26
16977,02840,3,93
16978,55055,2,24
16979,03773,2,35
16980,41071,2,38
16981,23606,11,390
16982,23602,1,6
16983,18634,1,55
16984,60083,2,48
16985,13416,1,47
16986,24128,1,17
16987,68759,1,12
16988,45768,1,20
16989,19056,2,25
16990,23874,1,30
16991,14001,2,56
16992,14219,2,48
16993,30055,1,12
16994,30014,7,75
16995,03858,2,27
16996,53063,1,43
16997,02459,6,184
16998,84327,1,14
16999,39345,1,25
17000,07860,2,55
17001,50208,1,30
17002,67114,3,50
17003,28366,1,35
17004,49836,1,12
17005,49033,1,24
17006,43791,1,40
17007,39870,1,16
17008,75966,1,19
17009,36352,1,12
17010,25266,1,20
17011,17075,1,30
17012,18411,1,30
17013,18940,1,9
17014,18940,2,60
17015,06470,1,45
17016,19073,1,78
17017,17981,1,18
17018,36353,1,16
17019,44444,2,40
17020,14301,5,134
17021,08109,1,31
17022,42420,1,15
17023,65713,2,18
17024,62551,1,24
17025,94946,1,13
17026,32578,2,29
17027,40356,3,48
17028,13812,1,45
17029,06611,2,50
17030,40165,4,32
17031,73116,1,15
17032,54152,1,35
17033,29581,1,15
17034,18446,1,35
17035,39463,1,20
17036,30565,2,37
17037,12965,1,19
17038,24271,1,20
17039,68044,1,21
17040,15762,1,35
17041,35406,1,15
17042,56074,1,22
17043,73066,1,21
17044,74948,3,25
17045,78640,3,13
17046,56568,1,15
17047,99611,5,52
17048,45684,2,10
17049,49120,2,28
17050,49120,1,26
17051,44446,2,30
17052,60714,2,53
17053,44641,2,32
17054,72126,2,0
17055,70094,2,28
17056,37367,1,14
17057,28574,1,28
17058,46164,1,25
17059,68760,1,0
17060,62358,1,21
17061,37826,3,25
17062,17740,2,23
17063,12309,1,40
17064,12309,2,31
17065,57762,1,16
17066,11780,1,35
17067,56468,1,26
17068,35661,1,12
17069,25143,1,21
17070,16848,1,25
17071,12184,2,39
17072,65714,4,37
17073,35980,1,25
17074,78140,1,29
17075,28564,3,57
17076,18252,4,25
17077,06340,1,16
17078,72764,4,30
17079,73068,1,22
17080,62868,2,19
17081,43512,1,11
17082,46701,1,25
17083,46382,1,20
17084,04555,2,13
17085,46060,7,144
17086,76255,1,10
17087,76255,2,37
17088,76255,1,36
17089,50857,1,15
17090,55925,1,18
17091,64854,4,35
17092,88341,2,17
17093,85628,2,14
17094,20136,2,150
17095,62075,1,25
17096,36504,1,15
17097,54487,1,24
17098,34275,1,50
17099,37135,1,30
17100,37641,1,30
17101,58062,1,20
17102,99762,2,84
17103,74531,1,12
17104,58765,1,26
17105,75703,1,25
17106,50458,1,25
17107,67653,1,11
17108,70079,4,49
17109,23518,1,23
17110,02056,1,22
17111,68701,2,64
17112,23510,14,490
17113,23511,13,384
17114,13667,3,65
17115,06058,1,40
17116,72658,2,23
17117,27563,1,30
17118,08347,1,7
17119,61761,3,66
17120,15469,1,24
17121,73071,9,160
17122,71960,1,14
17123,63121,1,28
17124,77871,1,11
17125,78142,1,7
17126,55804,1,11
17127,06820,1,30
17128,06820,1,45
17129,71759,1,18
17130,04957,1,21
17131,62869,1,20
17132,37828,1,22
17133,29667,1,18
17134,19401,3,35
17135,21132,1,30
17136,19401,2,32
17137,75455,1,15
17138,28092,2,47
17139,74081,1,18
17140,83714,1,22
17141,49262,1,22
17142,01247,1,26
17143,14228,1,44
17144,11701,2,64
17145,01845,2,55
17146,15673,1,40
17147,07031,3,62
17148,29841,3,99
17149,60542,2,46
17150,11703,4,200
17151,14226,1,54
17152,83202,1,42
17153,95472,6,150
17154,32578,1,13
17155,13123,1,45
17156,20732,1,65
17157,16102,2,30
17158,15012,1,40
17159,11710,0,150
17160,83805,3,16
17161,97459,2,30
17162,68649,1,28
17163,05257,1,52
17164,38642,1,22
17165,49022,2,22
17166,03906,2,26
17167,12203,1,36
17168,71001,9,46
17169,63662,3,15
17170,98639,1,0
17171,61065,2,31
17172,14075,1,40
17173,15104,2,40
17174,55056,1,28
17175,48461,1,20
17176,08876,1,46
17177,12766,1,35
17178,06471,4,110
17179,28168,1,28
17180,01535,1,38
17181,13418,1,22
17182,08902,3,130
17183,07006,1,25
17184,62053,2,30
17185,65262,6,50
17186,44720,2,45
17187,28716,1,22
17188,63769,1,19
17189,10603,1,45
17190,18032,1,25
17191,28645,1,46
17192,07730,3,150
17193,27217,1,27
17194,64622,2,24
17195,80105,1,12
17196,93630,5,61
17197,39074,3,15
17198,39039,1,8
17199,29406,12,252
17200,12132,1,21
17201,27312,4,55
17202,75789,2,18
17203,29706,1,24
17204,60064,2,31
17205,13037,1,25
17206,37752,2,15
17207,62858,1,55
17208,17362,1,50
17209,37355,1,20
17210,45239,1,26
17211,34109,10,203
17212,14111,1,35
17213,30802,9,63
17214,03860,1,45
17215,14830,1,35
17216,63137,2,32
17217,94015,8,96
17218,92028,5,82
17219,95012,3,61
17220,98292,7,101
17221,06238,2,37
17222,12853,1,36
17223,83226,4,52
17224,30757,1,5
17225,84015,2,39
17226,97435,6,40
17227,21901,2,60
17228,77498,1,14
17229,71260,2,24
17230,28466,2,31
17231,27217,1,46
17232,38583,1,20
17233,52316,1,24
17234,14112,1,40
17235,15071,3,30
17236,29112,1,25
17237,54937,1,38
17238,84604,2,26
17239,83466,2,50
17240,80425,3,31
17241,39403,2,30
17242,33917,3,51
17243,37388,1,15
17244,15301,3,30
17245,75457,1,11
17246,53951,1,35
17247,83420,2,21
17248,22959,1,30
17249,44665,1,15
17250,97812,1,14
17251,12854,1,21
17252,42027,1,22
17253,14612,3,70
17254,29690,2,29
17255,57702,2,34
17256,07508,1,32
17257,24577,1,60
17258,37814,1,14
17259,03862,1,17
17260,64442,1,18
17261,06473,4,66
17262,04853,1,20
17263,38652,1,21
17264,78620,2,8
17265,70441,3,20
17266,15601,1,15
17267,61466,1,20
17268,05474,2,20
17269,85139,1,16
17270,10516,1,51
17271,98146,2,33
17272,76049,2,23
17273,12133,1,30
17274,17322,1,42
17275,75482,1,14
17276,14843,1,30
17277,07093,14,265
17278,12855,1,18
17279,15642,2,80
17280,05665,1,25
17281,15642,1,35
17282,30567,3,24
17283,14113,2,40
17284,35006,1,7
17285,46366,1,16
17286,64116,2,61
17287,52335,1,33
17288,02852,3,74
17289,44068,2,20
17290,98346,5,47
17291,76857,1,15
17292,89451,3,48
17293,04736,3,38
17294,89030,8,141
17295,33068,2,46
17296,44666,1,38
17297,28504,3,62
17298,27295,1,25
17299,52317,1,50
17300,77368,1,23
17301,97367,6,46
17302,11757,1,100
17303,72114,11,162
17304,84341,1,40
17305,35984,1,16
17306,68859,1,32
17307,89408,2,51
17308,06443,1,55
17309,41465,1,20
17310,60016,1,22
17311,46962,1,30
17312,56003,2,35
17313,57430,1,21
17314,98528,10,74
17315,11758,2,100
17316,42634,1,31
17317,37826,1,20
17318,28078,1,38
17319,42214,2,35
17320,80020,8,117
17321,17013,2,20
17322,40357,1,17
17323,37874,1,16
17324,22602,1,16
17325,17814,1,18
17326,49445,1,16
17327,29582,5,53
17328,13814,1,30
17329,36558,1,20
17330,48442,2,48
17331,83821,1,12
17332,32539,4,20
17333,40026,2,58
17334,98506,3,27
17335,33408,1,43
17336,60465,3,47
17337,61115,1,62
17338,80480,4,22
17339,11772,3,120
17340,47598,2,23
17341,61554,1,17
17342,19454,2,50
17343,36756,1,12
17344,62362,1,14
17345,07060,1,31
17346,69101,3,57
17347,69101,1,12
17348,21219,1,65
17349,99705,1,29
17350,34286,6,111
17351,53153,1,21
17352,02904,3,92
17353,72078,3,30
17354,44128,1,39
17355,01864,1,26
17356,76180,5,100
17357,44039,2,39
17358,34221,5,58
17359,26755,2,27
17360,12856,1,20
17361,60546,1,14
17362,37172,2,13
17363,14516,2,34
17364,80428,2,16
17365,44133,2,39
17366,71486,14,106
17367,55109,1,40
17368,95959,3,37
17369,02857,1,38
17370,28396,1,28
17371,62621,1,34
17372,11968,2,75
17373,15010,2,39
17374,35242,3,35
17375,16424,1,20
17376,97065,1,12
17377,53223,5,102
17378,27527,2,54
17379,14456,1,17
17380,57049,2,31
17381,99723,9,175
17382,02896,2,23
17383,29316,3,41
17384,45350,1,20
17385,55803,1,18
17386,99705,5,59
17387,08854,1,40
17388,65633,4,37
17389,27048,1,19
17390,15317,3,60
17391,84017,4,40
17392,35459,1,12
17393,13212,2,45
17394,96145,6,47
17395,76248,1,40
17396,37879,2,8
17397,06082,1,34
17398,14120,5,69
17399,99901,2,27
17400,84074,4,24
17401,59482,1,23
17402,28460,2,17
17403,28768,1,27
17404,05859,1,21
17405,38664,1,18
17406,71260,1,13
17407,15456,1,25
17408,19312,1,30
17409,47265,1,21
17410,84414,1,39
17411,03609,1,20
17412,22630,1,20
17413,16365,1,40
17414,37110,1,17
17415,16048,1,23
17416,46555,1,44
17417,98226,13,126
17418,72081,3,24
17419,28472,1,32
17420,08260,3,56
17421,28659,1,37
17422,06256,1,30
17423,75426,1,16
17424,04097,1,44
17425,77872,1,20
17426,80440,2,19
17427,23413,1,24
17428,18067,1,45
17429,01060,2,68
17430,18954,3,60
17431,01588,2,44
17432,60062,3,69
17433,17316,2,43
17434,46741,3,32
17435,72732,5,31
17436,71064,7,35
17437,28124,1,29
17438,64080,1,35
17439,43060,1,30
17440,38068,1,25
17441,17093,3,25
17442,72443,3,25
17443,27214,3,48
17444,48895,2,72
17445,72653,1,18
17446,39402,2,30
17447,80804,1,14
17448,79702,1,18
17449,40008,1,26
17450,65239,2,20
17451,72103,2,15
17452,27046,1,28
17453,80863,3,34
17454,38652,2,30
17455,39183,2,18
17456,82716,1,7
17457,86409,7,45
17458,52637,1,25
17459,21536,3,105
17460,45836,1,21
17461,41003,2,24
17462,83835,7,51
17463,96950,6,80
17464,41006,2,23
