Id,ZipCode,Longitude,Latitude,FullTimeOfficers,PartTimeOfficers,TotalActiveOfficers
4297,50401,-93.28196143,43.14435827,20,0,20
4298,81427,-107.6697489,38.0225186,7,0,7
4299,80480,-106.2838654,40.7315175,4,2,6
4300,80737,-102.2648402,40.9884245,6,0,6
4301,81003,-104.6105897,38.275592,155,0,155
4302,80403,-105.4821884,39.8392483,27,0,27
4303,01089,-72.6233584,42.1059328,82,0,82
4304,01230,-73.3641344,42.1892483,13,0,13
4305,01337,-72.5633462,42.65582423,3,7,10
4306,01770,-71.3707244,42.2391826,14,3,17
4307,02143,-71.0924386,42.37913,130,0,130
4308,01740,-71.6080877,42.4335747,10,6,16
4309,02554,-70.09882228,41.28490333,35,0,35
4310,02568,-70.60207915,41.45495553,13,0,13
4311,02779,-71.082982,41.846042,5,8,13
4312,02715,-71.1207739,41.8270365,10,12,22
4313,02052,-71.30991486,42.19130955,15,0,15
4314,01776,-71.4205055,42.3607182,28,0,28
4315,02072,-71.1043961,42.1254,53,1,54
4316,01464,-71.640931,42.5449405,8,4,12
4317,01880,-71.0694124,42.504265,41,0,41
4318,01887,-71.17092491,42.55047306,47,0,47
4319,01085,-72.751841,42.1215833,79,13,92
4320,01301,-72.5834006,42.6020182,36,1,37
4321,01760,-71.3451416,42.2847287,52,0,52
4322,01535,-72.08530316,42.26835077,6,7,13
4323,01564,-71.7468457,42.4551089,13,0,13
4324,01057,-72.315478,42.099934,12,10,22
4325,02359,-70.8080612,42.0722741,26,10,36
4326,01247,-73.11297675,42.69804842,22,5,27
4327,02382,-70.93580239,42.08127628,26,30,56
4328,01501,-71.84798323,42.19706712,39,0,39
4329,02043,-70.88584359,42.23102904,51,0,51
4330,02347,-70.94992981,41.85295928,17,6,23
4331,01543,-71.95437992,42.37709574,8,8,16
4332,02767,-71.0509318,41.9219155,26,30,56
4333,02633,-69.9625505,41.6859765,20,1,21
4334,02048,-71.2187867,42.0236428,37,20,57
4335,01364,-72.2928408,42.5833656,13,5,18
4336,01341,-72.696741,42.5088531,1,7,8
4337,02151,-70.999995,42.401816,86,0,86
4338,01719,-71.50741993,42.48113829,10,7,17
4339,50616,-92.68153091,43.06523281,11,0,11
4340,30075,-84.3601072,34.0224848,8,0,8
4341,94904,-122.5507711,37.95578083,8,2,10
4342,91768,-117.8158843,34.06075492,20,0,20
4343,95965,-121.6497909,39.6490799,5,0,5
4344,94103,-122.4149875,37.7674468,40,0,40
4345,92182,-117.0769002,32.77460973,31,0,31
4346,93117,-119.8364286,34.4333263,11,0,11
4347,95971,-120.9122016,39.9338356,33,0,33
4348,92410,-117.2728156,34.1037865,1797,0,1797
4349,90840,-118.1091689,33.7843631,25,0,25
4350,95206,-121.2416303,37.8910627,1,2,3
4351,95403,-122.7228021,38.4681048,251,40,291
4352,94022,-122.1254613,37.3611939,10,0,10
4353,95110,-121.9059395,37.3552948,450,0,450
4354,95060,-122.022561,36.9777861,149,0,149
4355,93454,-120.4219819,34.9441879,4,1,5
4356,95370,-120.3859663,37.9841228,61,8,69
4357,95340,-120.4837613,37.3071982,112,0,112
4358,94903,-122.5314304,37.99905501,202,0,202
4359,30904,-82.02586885,33.47371715,17,0,17
4360,02649,-70.49461464,41.61929375,34,6,40
4361,02093,-71.32916532,42.06361731,14,10,24
4362,02474,-71.1521231,42.4190871,64,0,64
4363,02571,-70.73428,41.77028924,49,10,59
4364,02790,-71.0896489,41.5789379,29,17,46
4365,01938,-70.83628267,42.6781244,25,20,45
4366,01702,-71.4149721,42.295976,2310,0,2310
4367,51050,-95.97173712,42.81587529,2,5,7
4368,50124,-93.6072184,41.8983633,6,0,6
4369,52773,-90.77609483,41.58619949,3,2,5
4370,06107,-72.7394654,41.7589331,122,0,122
4371,06401,-73.0732817,41.333033,44,0,44
4372,06339,-72.0260445,41.4038615,24,0,24
4373,06786,-72.998861,41.6798203,21,3,24
4374,95249,-120.6673838,38.1910935,59,15,74
4375,95987,-122.1535582,39.16005652,10,0,10
4376,93110,-119.7762434,34.44404573,294,0,294
4377,95540,-124.1550264,40.59743169,14,0,14
4378,93940,-121.837327,36.5941998,6,10,16
4379,94044,-122.4848431,37.6155237,37,0,37
4380,93955,-121.8500332,36.6137975,10,3,13
4381,91108,-118.1059925,34.1212918,27,0,27
4382,94608,-122.3038419,37.8367837,38,0,38
4383,96161,-120.1461254,39.3167561,26,4,30
4384,30577,-83.33217133,34.57981761,1,0,1
4385,02554,-70.0989353,41.2850814,2,1,3
4386,01201,-73.2097578,42.4862592,157,0,157
4387,02747,-70.9954315,41.6660073,5,252,257
4388,52645,-91.3938354,40.9255501,3,2,5
4389,52556,-91.9781976,41.0093464,10,0,10
4390,51055,-96.2276535,42.2335068,1,2,3
4391,50665,-92.7861885,42.5700421,2,0,2
4392,52353,-91.6896495,41.2979534,10,0,10
4393,52216,-91.0583509,41.8889641,1,1,2
4394,51331,-95.1260364,43.3699979,5,3,8
4395,50060,-93.3118234,40.7566866,2,0,2
4396,52730,-90.2580745,41.7865746,7,0,7
4397,50003,-94.0180333,41.6184879,23,0,23
4398,52317,-91.5986325,41.7482823,10,2,12
4399,50220,-94.1087271,41.8388237,13,0,13
4400,51301,-95.1522745,43.1845351,0,0,0
4401,50208,-93.0577839,41.6992178,25,0,25
4402,50156,-93.8213764,41.874669,3,2,5
4403,50707,-92.2867529,42.46474367,7,4,11
4404,52057,-91.4562154,42.4842806,9,0,9
4405,50126,-93.26451847,42.52035731,11,4,15
4406,52659,-91.4382011,41.1292435,1,2,3
4407,52240,-91.5295577,41.6604379,69,0,69
4408,52162,-91.56805302,43.08649352,4,3,7
4409,52049,-91.2330082,42.8652932,1,3,4
4410,52655,-91.15626981,40.82525692,10,0,10
4411,51555,-95.8921218,41.5565697,1,0,1
4412,52310,-91.18787222,42.2379383,6,4,10
4413,51301,-95.1906253,43.1419929,10,6,16
4414,50554,-94.8571153,42.8485229,2,0,2
4415,50472,-92.92136489,43.37824851,1,2,3
4416,51450,-95.0521806,42.3062528,4,0,4
4417,52342,-92.5793492,41.9962325,12,0,12
4418,50613,-92.45954749,42.51467385,0,0,0
4419,51101,-96.406848,42.4966626,126,0,126
4420,50125,-93.5592145,41.3610022,19,0,19
4421,50309,-93.6148826,41.5859395,385,30,415
4422,52590,-93.12124265,40.68166338,1,0,1
4423,50536,-94.675804,43.1104617,6,0,6
4424,51031,-96.16561444,42.79523789,14,0,14
4425,52748,-90.5854981,41.6575803,7,0,7
4426,52776,-91.2637676,41.5714093,6,4,10
4427,51534,-95.74127425,41.04655947,9,0,9
4428,52353,-91.6939157,41.3002077,18,9,27
4429,50131,-93.696081,41.6740024,21,0,21
4430,52726,-90.75900716,41.5070801,2,0,2
4431,32044,-82.13567158,29.86423152,3,7,10
4432,33056,-80.24460933,25.9442995,190,0,190
4433,81120,-106.0053881,37.08595386,8,0,8
4434,81144,-106.1490034,37.58033566,11,0,11
4435,81321,-108.5745715,37.35525641,27,0,27
4436,70465,-90.512829,30.8760661,3,0,3
4437,70577,-91.95708876,30.55602473,7,0,7
4438,70538,-91.4994213,29.7912207,147,0,147
4439,71301,-92.4470594,31.3086529,212,31,243
4440,70663,-93.37699042,30.24279161,41,0,41
4441,71462,-93.68139709,31.68975504,1,0,1
4442,95822,-121.4991714,38.5216514,701,0,701
4443,91950,-117.1057099,32.6718775,90,7,97
4444,95620,-121.8240604,38.4451976,25,1,26
4445,94510,-122.1538438,38.05248486,35,0,35
4446,95678,-121.2955872,38.7595815,126,0,126
4447,91761,-117.5967399,34.0292815,230,0,230
4448,95621,-121.2984692,38.6806635,83,0,83
4449,93060,-119.0591976,34.3516627,34,23,57
4450,92780,-117.8196085,33.743325,95,8,103
4451,94952,-122.6456471,38.2462401,68,0,68
4452,92220,-116.8803525,33.9256635,39,0,39
4453,96101,-120.5437232,41.4835383,6,2,8
4454,96007,-122.2988116,40.4531895,18,0,18
4455,95501,-124.1692768,40.8003684,46,4,50
4456,94596,-122.0611865,37.9015227,73,0,73
4457,94530,-122.3114593,37.9161462,42,0,42
4458,95570,-124.1428525,41.0596536,1,1,2
4459,91731,-118.0301028,34.07175346,145,13,158
4460,91801,-118.1265997,34.0919225,83,0,83
4461,91723,-117.8887084,34.0899683,60,0,60
4462,51632,-95.036109,40.7370123,9,0,9
4463,50322,-93.7390023,41.6281453,47,0,47
4464,51040,-96.0926558,42.0275908,6,0,6
4465,51601,-95.3705072,40.765643,7,1,8
4466,51034,-95.79127295,42.16611778,2,0,2
4467,51510,-95.91667307,41.28553889,8,2,10
4468,51247,-96.2945718,43.2035252,4,1,5
4469,50247,-93.16279138,42.01657441,1,1,2
4470,52332,-91.86840068,42.09431163,1,0,1
4471,50058,-94.67443472,41.87056998,1,3,4
4472,52554,-92.22259894,40.91856474,1,0,1
4473,01071,-72.85681883,42.19021071,0,2,2
4474,30540,-84.48331406,34.69512323,65,0,65
4475,06340,-72.01022178,41.34354069,67,5,72
4476,06790,-73.1205562,41.8122293,79,0,79
4477,85232,-111.3858817,33.0356743,30,0,30
4478,85225,-111.8381373,33.30137609,333,0,333
4479,72653,-92.37239,36.43623,1,0,1
4480,32615,-82.49807725,29.79282638,21,0,21
4481,33161,-80.1850953,25.8801969,10,8,18
4482,32640,-82.08686188,29.59236611,3,1,4
4483,80438,-105.6827096,39.7608159,1,1,2
4484,80446,-105.9421782,40.08700837,6,0,6
4485,81147,-107.0102376,37.25974038,9,2,11
4486,80482,-105.7842015,39.91668431,9,1,10
4487,81151,-105.4256502,37.20034921,1,0,1
4488,30072,-84.20693915,33.78855456,2,6,8
4489,30577,-83.3318313,34.5794945,31,0,31
4490,30107,-84.3788564,34.3352242,4,0,4
4491,30251,-84.73514292,33.20742449,3,1,4
4492,30110,-85.14191751,33.72355133,21,3,24
4493,30750,-85.35802926,34.97785294,7,1,8
4494,30401,-82.336097,32.599158,21,0,21
4495,30817,-82.478217,33.7927826,5,8,13
4496,30453,-82.12044116,32.08358292,7,0,7
4497,31027,-82.87085116,32.54714082,8,1,9
4498,31822,-84.85353095,32.86789353,7,1,8
4499,31404,-81.05099924,32.03129994,8,0,8
4500,50233,-94.1957926,41.5901689,0,0,0
4501,31096,-82.7310758,32.72833254,7,0,7
4502,31774,-83.25022258,31.59099896,12,3,15
4503,31328,-80.84962997,32.02342266,18,0,18
4504,31054,-83.1943171,32.8470064,5,0,5
4505,31554,-82.634755,31.51616667,4,2,6
4506,31542,-82.13248651,31.18167017,2,0,2
4507,31796,-83.91971058,31.82901315,1,5,6
4508,30824,-82.50465197,33.46888374,13,1,14
4509,50313,-93.6213927,41.6681843,0,0,0
4510,31513,-82.50069074,31.83092349,2,1,3
4511,31324,-81.306621,31.9447655,28,2,30
4512,31313,-81.5944921,31.8461326,81,0,81
4513,30741,-85.28914777,34.97965099,10,4,14
4514,30540,-84.47093408,34.68504599,8,2,10
4515,30217,-85.09872331,33.28038588,6,1,7
4516,30295,-84.34283693,33.09522075,6,3,9
4517,30045,-83.98770515,33.95296169,72,0,72
4518,31831,-84.73554792,32.68498332,4,2,6
4519,31079,-83.4494496,31.9502712,4,2,6
4520,30328,-84.361808,33.970285,120,0,120
4521,30303,-84.38610176,33.74950169,20,0,20
4522,71241,-92.40421414,32.77251723,13,4,17
4523,70360,-90.722309,29.595707,300,0,300
4524,95531,-124.200866,41.7531506,30,0,30
4525,52544,-92.8857121,40.73531086,10,0,10
4526,72131,-92.21736952,35.38254807,4,0,4
4527,71670,-91.44332979,33.70054218,1,0,1
4528,72386,-90.3587851,35.49085473,3,0,3
4529,72372,-90.90255755,34.97584303,1,2,3
4530,72123,-91.23513016,35.25740236,1,3,4
4531,72454,-90.19209555,36.38147073,8,0,8
4532,71953,-94.23921645,34.58665175,11,0,11
4533,72455,-90.94931784,36.25007361,12,5,17
4534,72946,-94.1715516,35.6289031,2,0,2
4535,72360,-90.75697725,34.77483605,4,2,6
4536,72360,-90.75726614,34.77250388,12,5,17
4537,72454,-90.19228438,36.38096653,7,0,7
4538,72150,-92.38988256,34.30435025,14,0,14
4539,71658,-91.4925071,33.29752869,1,1,2
4540,72459,-91.25592862,36.23669094,1,2,3
4541,72947,-94.05224581,35.49731913,3,3,6
4542,72443,-90.3826788,36.186567,4,2,6
4543,71665,-92.1901276,33.9578045,3,0,3
4544,72956,-94.2341679,35.4321858,1,3,4
4545,72114,-92.3001644,34.7831896,9,0,9
4546,72650,-92.6324829,35.9071953,3,0,3
4547,72949,-93.82822066,35.48608362,9,1,10
4548,72140,-91.1356112,34.3746835,1,1,2
4549,71667,-91.846364,33.9415239,4,2,6
4550,72762,-94.17459515,36.16731246,1,0,1
4551,34736,-81.85912287,28.56126752,22,0,22
4552,32127,-80.95342996,29.12052486,12,1,13
4553,32063,-82.1178825,30.2839677,42,0,42
4554,33483,-80.05441507,26.50012684,11,1,12
4555,33064,-80.09376387,26.2763436,31,3,34
4556,80808,-104.3001835,39.03528063,3,0,3
4557,81650,-107.7828813,39.53093953,20,0,20
4558,81425,-107.9829761,38.60547637,4,1,5
4559,80516,-105.0499383,40.05076874,20,0,20
4560,81141,-105.9353773,37.17402434,1,0,1
4561,80821,-103.4716674,39.13691515,2,0,2
4562,81149,-106.13793,38.08525359,8,0,8
4563,81625,-107.5562858,40.50634167,21,0,21
4564,81147,-107.01187,37.2660438,15,0,15
4565,81073,-102.6140168,37.41278475,4,0,4
4566,30525,-83.4032561,34.8790537,22,5,27
4567,30241,-85.00349421,32.98833364,81,0,81
4568,30673,-82.7224206,33.72181383,13,1,14
4569,30295,-84.3422069,33.1033002,29,0,29
4570,30513,-84.3270508,34.8645751,27,3,30
4571,50142,-92.7763684,42.0068882,0,0,0
4572,31510,-82.4692513,31.5407821,9,2,11
4573,31513,-82.35849041,31.78358872,14,1,15
4574,30345,-84.31395896,33.84700099,32,0,32
4575,70130,-90.0763699,29.9206777,44,0,44
4576,70458,-89.7801647,30.2748344,78,0,78
4577,70114,-90.03661644,29.93362529,29,0,29
4578,95822,-121.4169,38.579677,30,70,100
4579,92118,-117.1780871,32.6898513,42,0,42
4580,94585,-122.0372704,38.23829923,24,0,24
4581,94965,-122.4845638,37.85787291,18,1,19
4582,01506,-72.10066791,42.215691,4,11,15
4583,95667,-120.8269531,38.7266014,179,34,213
4584,50602,-92.79512865,42.75611804,10,3,13
4585,85925,-109.2921115,34.1079244,9,0,9
4586,32948,-80.60294831,27.76687294,8,0,8
4587,33325,-80.3337071,26.1315854,175,0,175
4588,33139,-80.1332599,25.7823097,374,0,374
4589,32351,-84.5747827,30.5879076,24,0,24
4590,33154,-80.1228092,25.8812734,32,0,32
4591,34228,-82.6578959,27.4117811,20,1,21
4592,01602,-71.84188654,42.26773291,16,0,16
4593,50158,-92.91336425,42.04986494,43,0,43
4594,50626,-92.15907463,42.56790264,1,3,4
4595,50514,-94.4806631,43.3957049,1,0,1
4596,32937,-80.6023086,28.1733052,22,0,22
4597,33860,-81.9733328,27.8945069,16,1,17
4598,33707,-82.7057436,27.746422,30,0,30
4599,33487,-80.06596536,26.41030457,14,0,14
4600,32266,-81.3969484,30.3238552,19,0,19
4601,32907,-80.6694245,27.9976728,159,0,159
4602,33324,-80.2805428,26.1052548,164,0,164
4603,33319,-80.233916,26.165367,115,0,115
4604,32765,-81.2019942,28.6530318,60,0,60
4605,33706,-82.7679877,27.7710906,19,0,19
4606,33444,-80.0765262,26.460794,152,0,152
4607,32084,-81.3203997,29.8910582,50,0,50
4608,32701,-81.3590377,28.6641733,124,0,124
4609,33480,-80.0395533,26.5893673,9,0,9
4610,32118,-80.97751217,29.16579407,26,12,38
4611,81620,-106.5217359,39.63978876,18,0,18
4612,80123,-105.0346832,39.6065117,6,1,7
4613,80836,-102.6045382,39.30532376,1,1,2
4614,80654,-104.0755044,40.23259204,2,2,4
4615,81058,-103.8668196,38.10981238,2,3,5
4616,80002,-105.0878116,39.80338856,161,0,161
4617,81212,-105.1841126,38.4452384,35,0,35
4618,80807,-102.2690613,39.30548288,9,0,9
4619,80111,-104.9031846,39.6064565,61,0,61
4620,80110,-105.0269227,39.64195689,27,0,27
4621,81526,-108.3492386,39.1099886,6,0,6
4622,80420,-106.0616685,39.2847027,0,6,6
4623,81413,-107.9254562,38.90151333,6,0,6
4624,80301,-105.250782,40.0177359,165,0,165
4625,81432,-107.755157,38.15283822,3,0,3
4626,80459,-106.3787284,40.0580556,4,0,4
4627,80615,-104.7140869,40.52582459,8,0,8
4628,81521,-108.7340011,39.1573403,15,1,16
4629,80603,-104.7170351,40.01072386,6,0,6
4630,30286,-84.31359402,32.89554978,29,0,29
4631,31313,-81.59714405,31.84658074,66,5,71
4632,71351,-92.0633649,31.11139705,12,0,12
4633,93612,-119.6932444,36.8244813,105,0,105
4634,60478,-87.70801,41.5713109,47,0,47
4635,60174,-88.3134981,41.9154708,54,0,54
4636,48170,-83.4672133,42.3720406,15,0,15
4637,46320,-87.5159743,41.6157142,210,0,210
4638,46035,-86.66791232,40.19371997,1,0,1
4639,67127,-99.48512973,37.20307163,1,0,1
4640,21629,-75.83090642,38.88726202,13,1,14
4641,61014,-89.8904632,42.013634,1,5,6
4642,67548,-99.31139835,38.53021513,4,0,4
4643,48015,-83.0330345,42.4767921,23,0,23
4644,21620,-76.0650297,39.2311862,4,0,4
4645,61053,-89.9782734,42.1007696,9,3,12
4646,19904,-75.5911791,39.1687241,20,0,20
4647,19938,-75.63531333,39.28968494,8,0,8
4648,60064,-87.8568727,42.3258943,53,0,53
4649,61036,-90.42589412,42.41844893,19,12,31
4650,62468,-88.24600753,39.27195499,7,3,10
4651,47118,-86.4466329,38.3527557,8,0,8
4652,46702,-85.60179055,40.85869862,3,2,5
4653,21921,-75.8308494,39.6105199,38,0,38
4654,21401,-76.4931436,38.9779462,73,2,75
4655,83301,-114.4674634,42.5586704,42,2,44
4656,40223,-85.5403233,38.2651548,10,0,10
4657,60421,-88.10602327,41.40556021,10,3,13
4658,47111,-85.6631291,38.4425202,14,0,14
4659,62449,-87.9091685,39.0005948,1,5,6
4660,61006,-89.2206549,41.866344,1,4,5
4661,61572,-90.0149866,40.7783734,1,4,5
4662,21750,-78.1822888,39.7006906,6,1,7
4663,83340,-114.3635955,43.6829255,10,0,10
4664,62207,-90.1089938,38.5718186,13,4,17
4665,62239,-90.2092496,38.5191135,7,12,19
4666,60408,-88.2178551,41.2643208,10,3,13
4667,66002,-95.1198056,39.5659356,11,0,11
4668,67951,-101.3462067,37.17830319,10,0,10
4669,48740,-83.2971795,44.6568102,14,2,16
4670,48817,-84.1163463,42.9812543,34,6,40
4671,48507,-83.7789842,42.979495,42,0,42
4672,48888,-85.0863755,43.3018228,28,0,28
4673,49057,-86.1676337,42.2070596,5,2,7
4674,49631,-85.2583628,43.9016176,4,2,6
4675,49765,-84.22937167,45.35832861,1,0,1
4676,49464,-86.020145,42.8130155,9,4,13
4677,48060,-82.47942,42.9423168,69,0,69
4678,49735,-84.67627629,45.02667688,11,0,11
4679,67831,-99.76806795,37.18717325,5,0,5
4680,48043,-82.8884638,42.6172607,245,0,245
4681,49862,-86.6584931,46.4076117,9,1,10
4682,61063,-89.35967313,42.31363819,4,8,12
4683,04841,-69.1321511,44.1039194,17,8,25
4684,66549,-96.41516266,39.3940069,25,5,30
4685,48723,-83.3922982,43.4903545,25,1,26
4686,83338,-114.5179577,42.7264831,36,0,36
4687,41041,-83.73386659,38.42252838,9,0,9
4688,83704,-116.2708431,43.6077906,139,0,139
4689,83869,-116.8693154,47.9653772,4,0,4
4690,67152,-97.39001997,37.28907741,20,3,23
4691,67740,-100.4443691,39.35577566,3,1,4
4692,60406,-87.68232682,41.65606418,39,25,64
4693,20785,-76.9081957,38.9238771,15,0,15
4694,20712,-76.9617209,38.9355861,16,0,16
4695,49010,-85.850387,42.5311935,11,1,12
4696,04270,-70.4785921,44.1457781,5,12,17
4697,21701,-77.41303227,39.41374267,138,0,138
4698,04667,-67.0465881,44.9557924,6,6,12
4699,67147,-97.36535841,37.83982227,11,4,15
4700,48429,-83.9872333,42.9125177,5,5,10
4701,66210,-94.7280108,38.92536038,21,1,22
4702,20745,-76.997236,38.8141521,5,0,5
4703,66205,-94.6122981,39.0438071,7,4,11
4704,61250,-90.07943213,41.65666707,2,5,7
4705,66205,-94.63835848,39.03666208,16,4,20
4706,21251,-76.5853939,39.3463394,35,0,35
4707,48449,-83.92956621,42.98453356,0,4,4
4708,66701,-94.70763001,37.82211553,20,3,23
4709,49721,-84.4769655,45.6469589,9,0,9
4710,83327,-114.7929049,43.3457877,3,5,8
4711,83605,-116.6910417,43.6683626,63,12,75
4712,49042,-85.667298,41.8424407,6,3,9
4713,48060,-82.4195283,42.9787618,50,0,50
4714,49030,-85.3178358,41.8451826,1,0,1
4715,48176,-83.7789258,42.1690346,14,3,17
4716,47501,-87.17194272,38.65810958,19,0,19
4717,46075,-86.337661,39.950524,4,1,5
4718,47546,-86.9279798,38.384794,16,0,16
4719,04240,-70.2147298,44.0937977,82,0,82
4720,04974,-68.9234985,44.4596869,3,0,3
4721,46733,-84.9208751,40.8274701,16,0,16
4722,04093,-70.508399,43.614464,4,5,9
4723,48502,-83.6850737,43.0119172,204,0,204
4724,49242,-84.6319804,41.9231968,15,0,15
4725,46041,-86.51363084,40.28138654,28,0,28
4726,48473,-83.8302986,43.0001602,6,3,9
4727,48875,-84.8947215,42.8684092,6,3,9
4728,61373,-89.0108645,41.3345743,1,10,11
4729,42031,-88.99476233,36.66665241,3,0,3
4730,60050,-88.2409202,42.3791796,10,7,17
4731,62059,-90.166264,38.6563225,6,2,8
4732,42202,-86.85202622,36.66804877,1,0,1
4733,47201,-85.9191338,39.1999316,38,0,38
4734,40769,-84.15980612,36.74325501,12,3,15
4735,48081,-82.8892895,42.4960422,84,0,84
4736,48441,-82.6628336,43.8411121,4,4,8
4737,48475,-82.9290906,43.7108823,2,4,6
4738,42211,-87.83853467,36.8623026,6,12,18
4739,46802,-85.1393652,41.07980181,124,0,124
4740,42240,-87.4872086,36.8711407,72,0,72
4741,49087,-85.6368662,42.1189485,3,4,7
4742,40324,-84.5577982,38.2106774,40,0,40
4743,49646,-85.179558,44.7280611,4,1,5
4744,49024,-85.59024306,42.20391756,57,0,57
4745,40033,-85.25301451,37.56848398,15,0,15
4746,48420,-83.639631,43.1784188,2,0,2
4747,42071,-88.32391576,36.6163697,16,0,16
4748,42071,-88.30616541,36.61249865,19,5,24
4749,41129,-82.59820107,38.41745715,8,1,9
4750,49854,-86.2438944,45.96414951,8,3,11
4751,40336,-83.97490256,37.70032044,5,0,5
4752,41056,-83.76820514,38.64783771,11,0,11
4753,46706,-85.0535422,41.3662204,20,0,20
4754,49237,-84.64457876,42.17828061,2,2,4
4755,49201,-84.4027398,42.2458771,66,0,66
4756,49509,-85.696503,42.9230901,88,0,88
4757,42445,-87.8810969,37.1097657,15,1,16
4758,66067,-95.2772518,38.6161736,25,0,25
4759,41001,-84.3924454,38.9497355,32,2,34
4760,67730,-101.0436971,39.8071614,2,2,4
4761,41075,-84.4489096,39.0811413,23,0,23
4762,41011,-84.5362972,39.0519739,12,0,12
4763,66025,-95.0985912,38.9439072,10,5,15
4764,67530,-98.7672156,38.3640906,30,0,30
4765,67029,-99.3255385,37.2696694,1,0,1
4766,41051,-84.54510798,38.93327422,29,0,29
4767,41169,-82.6960685,38.5324287,12,2,14
4768,66720,-95.4521107,37.6802794,22,0,22
4769,48160,-83.6843014,42.0812826,10,2,12
4770,67864,-100.3481044,37.284991,3,0,3
4771,66061,-94.8142928,38.8668065,161,0,161
4772,40359,-84.83794116,38.53616405,5,0,5
4773,41040,-84.32959965,38.67739061,7,0,7
4774,49261,-84.2615255,42.1667697,2,10,12
4775,20706,-76.865471,38.9326851,9,0,9
4776,49307,-85.4826722,43.703106,19,3,22
4777,49849,-87.7121657,46.4877138,1,0,1
4778,04086,-69.96615225,43.93450869,12,4,16
4779,41653,-82.77383205,37.66917627,17,1,18
4780,40004,-85.45026,37.80708094,23,0,23
4781,46011,-85.7321077,40.1009974,4,1,5
4782,67124,-98.73715291,37.6435763,14,0,14
4783,04750,-67.82623238,46.90602399,3,8,11
4784,48320,-83.3417017,42.6092332,5,2,7
4785,42461,-87.93533348,37.77215623,2,1,3
4786,48466,-82.8160043,43.258488,0,5,5
4787,04254,-70.18984645,44.47222167,6,15,21
4788,48326,-83.3093824,42.6954405,1,11,12
4789,40299,-85.5651498,38.193076,48,0,48
4790,04074,-70.3362254,43.5892086,33,23,56
4791,04096,-70.187964,43.8002091,12,2,14
4792,04062,-70.4151186,43.7792918,25,0,25
4793,42345,-87.17720792,37.20006588,9,0,9
4794,41014,-84.5063266,39.0672202,112,0,112
4795,42501,-84.60185865,37.09319822,40,0,40
4796,49444,-86.2432366,43.202496,21,6,27
4797,40031,-85.37976504,38.40713957,13,0,13
4798,66007,-94.9392904,39.1372166,12,7,19
4799,67219,-97.3166937,37.7945456,15,0,15
4800,40310,-84.7665642,37.7529709,1,0,1
4801,40356,-84.57016765,37.88641328,55,0,55
4802,49349,-85.77519164,43.54815868,25,2,27
4803,48017,-83.14698,42.5367972,18,0,18
4804,48067,-83.1424312,42.4884252,85,0,85
4805,48071,-83.1092721,42.5217708,57,0,57
4806,42240,-87.4892813,36.8673298,28,10,38
4807,41011,-84.50939026,39.0883611,35,15,50
4808,49749,-84.6130573,45.410581,7,2,9
4809,49230,-84.258483,42.1081852,6,2,8
4810,47305,-85.3871134,40.1950575,43,42,85
4811,42234,-87.16571029,36.64866839,4,0,4
4812,42320,-86.8778206,37.4033003,5,0,5
4813,62245,-89.5396037,38.5533657,1,4,5
4814,61761,-88.9834852,40.5076771,78,0,78
4815,62565,-88.7924711,39.4063995,7,0,7
4816,83858,-116.8972275,47.8105245,12,0,12
4817,61520,-90.0448719,40.5524236,0,4,4
4818,62353,-90.76409657,39.98655374,6,4,10
4819,60560,-88.4505696,41.6516491,30,4,34
4820,61377,-89.05134018,41.0523945,2,5,7
4821,46952,-85.6567649,40.5583243,69,0,69
4822,60101,-87.9920112,41.9326263,72,0,72
4823,62002,-90.1593262,38.8887534,65,0,65
4824,60181,-87.9654787,41.8537786,22,0,22
4825,60471,-87.7245904,41.4837156,26,0,26
4826,62298,-90.1501823,38.3337268,13,0,13
4827,62952,-89.27160222,37.4527756,10,2,12
4828,62999,-89.05299521,37.90156235,3,9,12
4829,60477,-87.808116,41.5589182,81,27,108
4830,60559,-87.9764061,41.8070412,40,0,40
4831,61866,-88.1578278,40.3122699,31,0,31
4832,60415,-87.7785164,41.7022189,31,14,45
4833,60402,-87.7974479,41.8088199,9,9,18
4834,60169,-88.090351,42.045853,102,0,102
4835,62236,-90.20904097,38.45184651,14,2,16
4836,62704,-89.68114714,39.76740343,7,3,10
4837,60526,-87.8732625,41.8229802,23,1,24
4838,60481,-88.1464191,41.3088313,15,3,18
4839,62277,-90.0991483,38.0856753,0,2,2
4840,62231,-89.36836,38.6098842,7,4,11
4841,62293,-89.68329317,38.60333431,5,1,6
4842,62510,-89.05062505,39.51938379,1,2,3
4843,62932,-89.2337418,37.905898,3,7,10
4844,62918,-89.0768692,37.7634291,7,8,15
4845,62428,-88.1636608,39.2470024,4,0,4
4846,62080,-89.10873686,39.14097449,0,3,3
4847,46792,-85.42671501,40.68251851,2,3,5
4848,62249,-89.6843927,38.7416364,19,0,19
4849,48225,-82.9238756,42.43327,34,0,34
4850,60073,-88.069684,42.38329,44,0,44
4851,60073,-88.07845435,42.34819911,12,8,20
4852,60035,-87.8223772,42.1738786,59,0,59
4853,61301,-89.09474024,41.32964657,24,0,24
4854,61364,-88.83603334,41.11905864,24,0,24
4855,60177,-88.2960076,41.9946919,30,0,30
4856,60005,-87.9800901,42.0812701,114,0,114
4857,60523,-87.9471837,41.8330572,43,0,43
