GeoID,ZipCode,MeanIncome
860Z200US02813,02813,139849.0
860Z200US02814,02814,117029.0
860Z200US02815,02815,195600.0
860Z200US02816,02816,114769.0
860Z200US02817,02817,145704.0
860Z200US02818,02818,182370.0
860Z200US02822,02822,117016.0
860Z200US02823,02823,
860Z200US02824,02824,146480.0
860Z200US02825,02825,121619.0
860Z200US02826,02826,89144.0
860Z200US02827,02827,138474.0
860Z200US02828,02828,122248.0
860Z200US02829,02829,
860Z200US02830,02830,122065.0
860Z200US02831,02831,171746.0
860Z200US02832,02832,114656.0
860Z200US02833,02833,68352.0
860Z200US02835,02835,182060.0
860Z200US02836,02836,
860Z200US02837,02837,209440.0
860Z200US02838,02838,131455.0
860Z200US02839,02839,142666.0
860Z200US02840,02840,128790.0
860Z200US02841,02841,
860Z200US02842,02842,128510.0
860Z200US02852,02852,139866.0
860Z200US02857,02857,129598.0
860Z200US02858,02858,106586.0
860Z200US02859,02859,118993.0
860Z200US02860,02860,78465.0
860Z200US02861,02861,95934.0
860Z200US02863,02863,58286.0
860Z200US02864,02864,133781.0
860Z200US02865,02865,140188.0
860Z200US02871,02871,155383.0
860Z200US02872,02872,136739.0
860Z200US02873,02873,
860Z200US02874,02874,186933.0
860Z200US02875,02875,98724.0
860Z200US02876,02876,48988.0
860Z200US02878,02878,116410.0
860Z200US02879,02879,138723.0
860Z200US02881,02881,61542.0
860Z200US02882,02882,116579.0
860Z200US02885,02885,111764.0
860Z200US02886,02886,108152.0
860Z200US02888,02888,107463.0
860Z200US02889,02889,106268.0
860Z200US02891,02891,119200.0
860Z200US02892,02892,157463.0
860Z200US02893,02893,92509.0
860Z200US02894,02894,140398.0
860Z200US02895,02895,73986.0
860Z200US02896,02896,139393.0
860Z200US02898,02898,128297.0
860Z200US02903,02903,96780.0
860Z200US02904,02904,87087.0
860Z200US02905,02905,86838.0
860Z200US02906,02906,156168.0
860Z200US02907,02907,68786.0
860Z200US02908,02908,98356.0
860Z200US02909,02909,77017.0
860Z200US02910,02910,102501.0
860Z200US02911,02911,99114.0
860Z200US02912,02912,
860Z200US02914,02914,89744.0
860Z200US02915,02915,103495.0
860Z200US02916,02916,124486.0
860Z200US02917,02917,129253.0
860Z200US02918,02918,
860Z200US02919,02919,114755.0
860Z200US02920,02920,93399.0
860Z200US02921,02921,168084.0
860Z200US03031,03031,186192.0
860Z200US03032,03032,176738.0
860Z200US03033,03033,184090.0
860Z200US03034,03034,131199.0
860Z200US03036,03036,156777.0
860Z200US03037,03037,149574.0
